leftElbow_x,leftElbow_y,leftHip_x,leftHip_y,leftShoulder_x,leftShoulder_y,leftWrist_x,leftWrist_y,rightElbow_x,rightElbow_y,rightHip_x,rightHip_y,rightShoulder_x,rightShoulder_y,rightWrist_x,rightWrist_y
346.7500251550644,201.1027402427575,330.69483162876895,407.8546348866475,323.23528448232827,242.4808315555425,328.1153825753794,130.48594000001833,238.86592779677514,200.55238650080472,264.2963918862632,408.4284239674842,262.4460044227088,248.30211000892737,261.5943104314347,108.59170414347504
344.2860817223692,201.18525951205405,328.9398485860124,409.2449800548635,323.5473545062275,254.0986594007762,324.0774175381889,120.56780475403617,239.9367398880541,192.86751677549958,264.2714059847993,405.02071822661696,265.2840248083535,246.30986848102617,260.8055587622304,106.55542987610649
342.2128149648063,205.4283083150315,325.888555849703,407.33083978742997,321.4654662890937,253.45067822370405,323.60010701627397,120.02964068891664,239.18282798303963,192.03915313589727,263.4743004942093,408.18634237854263,266.529472277949,247.55689236227533,258.78406463720546,108.62215623323497
341.2579794204273,204.94722423635326,325.9553279206395,406.8096390097949,321.70392459954695,246.72802905668004,329.1906952781799,117.99025834374162,239.91731588832866,220.40819814788424,264.26873472171087,406.42547018026585,260.62790843244557,254.9798328579751,260.63247631913936,133.39716113176468
341.65026192467053,182.86469291719754,328.80722972150807,407.1807036174725,323.0145039421301,243.18954844331535,322.35648353259785,121.39072238119886,230.86007115178214,194.6706773487795,264.10950730783867,408.04148596243795,257.36682635907545,243.35553148785374,262.31797873402553,106.2696281727803
389.91930489342053,194.42085626299288,330.856297648372,399.32739061347405,326.85789470855417,242.39537906237425,356.11605415709863,167.0536044534184,183.20640100838656,205.89210739463184,261.83120678788936,406.3107718930224,246.65449928551817,244.56689597199403,230.08782432483025,145.27232878197927
391.24517568764975,312.12652018141847,326.49972641429963,404.87166949096155,343.9750637261631,259.2754390209018,392.0481175431809,244.57001141724155,201.09823111147165,325.38441015415435,261.05000511145056,408.56474937799146,239.73245931509584,264.4131987084646,202.5573437968001,244.3787796609903
353.77278970834163,336.3958646913455,324.9193858186277,409.17530100744676,340.31563658302963,262.75999110144096,380.8585949980032,396.1313228443457,239.03451060334714,335.91323246771685,264.50201065014727,409.73775920949777,245.08696632263377,259.22268519585737,209.84792886069786,390.42749036535173
358.091646870866,340.1758044983696,326.9325586172719,419.1591514947588,336.91817798553564,257.32744437942176,370.6970019843251,417.7766300577974,230.4699190279927,348.8809046929486,266.12537810596797,418.60698536230257,246.3825866894219,255.12079754612475,225.0510340681472,417.90910450685686
360.01423077080574,341.26311011580435,326.58208975014975,415.74289632969146,337.5672078970522,257.85396101137087,374.82700920714353,424.16088710015424,230.63238661890975,345.43313075544495,267.65697540185704,415.38048404480764,253.4501184823033,259.34265071230385,216.33284888709315,415.49523807902193
359.73349921619547,341.81381749492857,325.366677354319,415.83667943406,337.840692197172,258.37978854199844,378.1892838645667,419.36554740938504,226.89552014628157,344.2324840562026,265.07772134896663,420.68953256238683,250.0504836792382,262.2844954723964,221.61944794578673,414.7922525692395
358.41846429501857,338.96060010394314,324.03864437017955,414.40644374732807,335.7248061305037,258.5844894540156,372.7370816069289,416.7026339682386,225.9970738712591,345.7906628166657,264.4435475504817,425.443976815678,249.7417208638054,257.89949965579314,224.13087156253118,414.9039685163375
356.2759784540048,336.6180141596323,328.69277905351436,418.8330385920316,335.5192648793181,257.65721791803577,373.2746979832268,412.70942534499926,225.39329723809092,344.496062364701,264.91920251815844,420.70016328868945,249.9491916449306,256.6115579891614,222.6466530504318,415.8855729655646
355.10147143476684,343.79630256620084,332.1326853596745,420.011809516874,336.4805997903355,260.8993549101342,384.3871192810253,424.36560962333186,227.90792154427913,346.80968063583697,265.10208958634934,416.7202411700727,252.26231096651605,260.7338858674012,199.66533916826828,423.4550921395101
368.3888844255441,336.0406106122062,328.4957232490515,408.4567107663134,336.30971402786787,261.65856995807695,425.1297572321785,399.08275473271317,212.74451502595846,326.2306582569564,264.09356747953274,407.2524148507179,252.6073467998078,260.41999358475977,158.5508069900659,396.89877358628956
396.81793505391374,312.85380799371285,326.5025587965505,411.28003427399074,336.10036344193037,254.33326819423954,475.4660901931909,351.3285911134384,174.58961754942092,309.1222397963888,261.0043676211811,412.6952626674472,254.02945862791407,253.96641874518005,99.72267126503843,335.3189854765143
414.5260785867612,285.3473895813774,330.87061287876895,412.99039707674996,339.47522733158195,251.32379842930084,498.86018698207863,295.2485716087112,169.56609658920726,278.01705487296306,257.5139366856779,415.4065733815467,239.1966037933057,254.21742156851442,68.75631021615415,273.56225107872433
