leftElbow_x,leftElbow_y,leftHip_x,leftHip_y,leftShoulder_x,leftShoulder_y,leftWrist_x,leftWrist_y,ms_since_last_frame,ms_since_start,rightElbow_x,rightElbow_y,rightHip_x,rightHip_y,rightShoulder_x,rightShoulder_y,rightWrist_x,rightWrist_y
481.48413053558113,264.8954687423978,460.1353774336352,312.5570682104797,467.4619436896448,226.18515259006267,498.0233772743286,308.9132956508216,0,0.0,400.257510885952,256.9667677692671,430.1153212327224,313.05180933127633,422.1441472303962,223.38102347485957,388.199692784317,264.9007802671385
481.3625863882212,261.3468683656849,462.24494438272575,312.67701430677096,467.49660663958883,226.41438548675208,497.3589027465497,307.0603758245176,112,112.0,397.6563803270578,256.8369938046058,430.8064889275427,311.914126304545,421.01237168046464,222.7866935051209,386.5336791020806,269.97062085786325
481.7504971855832,260.742518299415,465.6961035285768,309.8204423354614,467.1404017440837,224.98933133705657,488.21798289170005,310.4727857053492,111,223.0,397.2392430798761,256.3598474658681,429.3795395909317,308.77016101443473,419.1982829855355,222.10407379259,385.5866806070748,275.55299752123415
482.2180823369115,267.24224674319885,459.3388597402396,308.0406417032154,464.65474804137045,221.1928137511121,488.65746293207053,307.96331711086935,111,334.0,404.97476977441926,260.77657058145655,425.80662046882765,308.80205744950365,418.10670888076095,220.54394535322632,390.3389750108795,295.3776612739971
475.98192796783053,269.0622564566942,462.1319159146013,307.58151044200747,464.29414865508966,222.67841203356974,485.20031430677017,308.1827308953445,111,445.0,410.3209040715145,259.03063789381247,424.2176270421684,307.41077558850054,415.61635308303636,219.55256933843538,404.8352127682309,301.74982036984267
474.8086973337027,264.2105528807725,458.5691270904136,308.62935999534307,461.1457592991999,221.5598212951443,481.5268458358805,307.66498389193174,110,555.0,402.07966447825135,250.09292697567108,421.75640399639417,304.23513419263304,413.31134664601296,217.5024166989581,413.6319398753523,265.72477198156173
475.1929053071323,260.43617665979787,454.68349385957185,308.60676015399105,459.66396928782166,220.93727064302382,481.5157202763646,306.6316402340275,113,668.0,402.99152768891435,258.77483235559436,419.9056982551392,302.2707171457094,414.00116452487777,215.6184186290592,400.25690741501063,301.2203507067046
474.0246410015723,260.94715118408203,454.794354830876,303.8386261420742,458.16378282299087,221.33651020688092,484.5301620523873,306.6778075737461,115,783.0,403.3029154567567,257.78844561865316,417.0479869083637,301.60673582681136,412.5545511827545,219.05737391570287,396.43748113900347,298.5245242407313
468.8100459657867,257.5229031844496,458.2785447016951,302.6039291870552,456.16488712219734,220.48724558005557,481.5013029467838,305.29945509289513,111,894.0,403.8139246123539,259.2986877193655,416.5409612276194,301.96441215976705,410.4153094304335,216.69541681364342,394.5778322093367,298.64770420929716
467.62239653488683,257.6913567539636,448.16934755057184,304.3299503258539,453.349500094548,219.0223554275214,476.1867930971344,307.99307012048905,108,1002.0,403.9561199319774,258.30905547769896,413.2372059303506,302.35706118926464,408.7900047403432,216.50724254893242,394.17484068427865,297.3249284737475
463.4680487432911,259.9056854791064,445.8292411176849,301.2706012148874,449.39717037292,217.40102825639937,463.5121249899624,307.1814469849936,110,1112.0,400.6920107732717,253.4597604554743,413.6140575459529,300.2626182345733,408.321466015884,215.43147511329516,387.2792538913555,296.36807370440386
463.190577985121,260.62589160063936,443.01780397126777,301.36868991037284,447.96536416526817,218.09707970805863,457.1422400841346,308.20734587428416,111,1223.0,399.2808901030442,250.4078317282463,411.94840003704206,299.9493745043609,407.63831343511686,216.5353445141341,393.7632060114206,288.5718729148132
460.13175579850184,264.269777481242,439.63856218980544,305.71052035403,444.5481945412228,220.10762031392272,459.0330517513366,306.02733191222063,110,1333.0,397.6319100053621,245.1870218799632,410.80215170781867,300.7717208760489,405.4159683510859,217.4382157512407,394.19581081886184,285.99586731174236
457.0389672236354,257.6914331157861,433.7496568796173,306.115080402415,440.2960059370856,218.35389813494427,458.5441123901691,302.7995066795485,112,1445.0,392.2218075861033,250.52649474228832,405.0322547325722,301.95502942991425,397.270211541052,215.74048351138512,393.4343818644314,275.48645562548654
454.65896323125617,257.15084883666117,434.6513589054583,305.5820589981894,438.9221037604132,216.9984044383853,458.5600861567085,307.9938455493425,127,1572.0,391.5078773802092,254.44852672861992,404.45422913730937,301.07166095136324,394.37313332798,216.96669147532185,382.7930059863023,301.12422848087186
451.69491067173,259.0244272340659,435.7337267645473,301.3613714951213,434.5188386054507,217.6272110582671,462.22128142096324,303.02110828114576,133,1705.0,385.42848622451095,251.4124775951019,405.2862583231231,303.21914890058525,390.6951370036887,217.7408415227598,378.85503338882086,302.90650608700787
447.8385236724935,259.0674114057602,431.4822298651981,300.7721414260593,432.59061737465294,219.17997383986503,458.4642882815091,302.4456227801448,113,1818.0,385.52329834955765,257.66868055078913,397.7706488247576,302.4104226271877,387.7299503559143,219.0595454423029,376.64959732986574,299.67852283627116
444.40870006773764,253.80699700732245,426.9653704817795,299.27340504113465,431.3106516628114,217.99561704180843,452.11781145090765,294.1738837299822,112,1930.0,381.7877399636833,257.46005007380694,396.29516763459463,299.04668841921983,386.511130092631,218.1349597537221,376.17179688471373,294.6902549988011
441.1225093770723,253.9218036475131,424.83047525825805,297.1792928349505,431.2859903026956,216.9714880159317,449.39893140716964,296.2485436273215,113,2043.0,379.549773846128,255.60692824502857,395.01085519158244,298.4335766992536,386.6194812562169,215.45420527882425,370.75701078622353,291.2587811344459
440.02154524825926,252.76170669501363,423.03354723700164,297.4946186975228,431.2973097338285,215.5340492004177,444.74816724539437,297.19862072493265,114,2157.0,376.08081159920533,252.4326389624979,393.5220717371933,298.0930168179006,385.0071428941479,212.69689919685555,367.5781856101767,291.67835656434187
439.339283910291,243.23876248559918,423.65512797307593,288.0878191910605,430.1851218954638,206.1410985722661,449.23698627664186,289.28995098507704,114,2271.0,375.3310922475962,241.31153771885772,393.57276005833467,285.167631101778,382.8877756133952,203.6155383018412,365.3024462995858,277.70109346328684
440.14913948524537,238.26436175146137,432.4697220293849,281.1783432875664,429.4998152755616,203.27824232841306,451.3799520639273,283.6224066574802,115,2386.0,372.4100840439531,233.20784120797265,394.30140993639395,282.132063760452,379.636120378813,200.4053540755845,367.64956628612254,271.26150382371134
441.7922083199498,237.7643025897152,426.27497341651815,280.7588928874277,429.1097115837927,202.5089887028487,455.81912093832887,281.0170194686944,118,2504.0,371.00840722850535,232.2248396160764,392.92676455146125,283.10731338012266,378.31465258206237,195.12801377374507,372.6491309856546,266.5246109606108
437.2461623538394,241.95099772931843,415.6350614917057,282.63524785160587,419.8577867705247,198.64318386091458,448.9450388941272,281.885953475572,147,2651.0,366.128651545598,231.41227206301437,387.9171473657421,281.11183723096747,372.93171040259244,196.86881123064254,365.97370370313416,255.74341471933383
431.5691669170673,239.86827972520715,415.11499136765383,282.5876086632128,418.8154525149722,201.85313207823188,445.1358590771096,282.1009842950678,112,2763.0,363.1698438406624,231.00908652743408,383.0613326014511,281.2562889560686,371.39253166057074,196.82536766622414,375.43360378761184,234.65049309238418
430.7163329592434,234.47854724218843,414.2872316072095,282.17938324734837,418.03692582431466,201.06055276673885,439.7791757760693,280.0034280688737,113,2876.0,363.34764617191394,232.7606605719841,383.9004880869737,278.8806429282626,372.3219295268982,197.16780747383086,372.01873698348396,244.1804933378281
426.60629151038216,233.6221294470953,410.03057687288884,281.9492845094077,417.2367211298854,199.93295133325972,437.2241257482878,279.52034240939867,108,2984.0,367.46740275415885,236.83808377629074,381.86747341004235,279.3241304010683,371.8379968294098,198.29295474015098,364.92805541668406,254.2836377289796
424.51559699182485,233.42900001281518,408.60912525369264,280.7606868811774,416.7036110146925,198.54541344150533,434.0239785394239,282.19448211778524,110,3094.0,366.95056055205566,234.91961618335225,379.93511817183366,279.7034796446668,368.5826398206959,199.7284584452673,366.1470683373569,248.1357091177401
428.02167209453233,235.54120915640289,407.07015088129424,282.9954031947669,415.477577432081,196.57343311241937,434.229305682195,280.29571098789205,108,3202.0,364.91386595708315,234.20638596884297,379.6293994286332,282.50919871482984,367.07134378367465,201.1416644982172,366.2676726728282,251.2272991574108
424.27278574328835,235.2374206488667,409.80560221785896,278.50252239729593,407.3662279012665,196.0157450068464,408.7281495759595,254.03110694206487,229,3431.0,358.634897328182,232.3713114104661,376.67651472420533,280.5959974404332,366.7864164559848,198.41688570178698,362.8323437111448,247.979621479944
433.6810679144822,229.61284379517903,416.23178173439567,279.1609107726834,409.0349456422841,192.29899070441087,437.2047177423533,195.4023319122206,111,3542.0,356.28686312971445,230.61299632876796,380.8264098433032,282.13133923948027,362.94499526289485,194.90215749503034,364.2291818310159,245.36284202358482
446.92767803485583,232.86766568112628,414.4205035707995,279.2199582137247,411.4860016597677,192.9425049167511,452.64486054842916,192.6341608665168,106,3648.0,356.8822626979029,232.690711055362,380.92668260124077,280.0546365106657,362.6833604564718,196.5495560941323,365.15872054770387,247.27049484795947
441.79069175011915,228.8508619532466,416.36635858753317,280.9667860146519,413.90072445654437,188.370412371761,452.6047343853614,222.88715796962748,108,3756.0,364.14859194970575,232.865290370276,384.05115911751915,281.1332234284208,363.1891678625456,196.34996950414256,363.5409750293358,250.47168161521182
431.54754517249154,226.85355149129958,416.9371247228325,277.1383862478453,418.0396137186957,193.4808786738386,450.8652324322365,228.25794559356584,110,3866.0,362.43299691683416,226.60996216471932,385.0337725166301,279.33735260335584,373.23955910275413,190.06834987219543,372.4596925123301,242.90821414825334
437.542179016599,234.08553859941483,418.29934846184926,278.8439554506349,425.75418649364855,192.96283599744916,468.1156099759616,227.47964675740417,106,3972.0,357.301035104443,217.23360984775096,384.21150956293,280.3084843862948,374.6440679008828,189.01982833482197,364.6837197058397,233.48293762614296
444.6136199384532,238.23230974190602,422.2453663266937,278.001938273474,430.5675642180506,192.54250631637845,468.55617047621024,225.2573747736704,147,4119.0,359.7126183143029,225.4664921336327,387.14270068100336,275.8233134856852,380.5773027253088,192.3936304927296,363.1488292097097,237.9827560479106
444.51523474736297,231.03188755673446,422.13003143391495,276.40209985373286,436.0913572640255,187.3906205472573,460.36066677589315,223.83381446485416,146,4265.0,366.1258669177797,223.07899067834603,387.5837019457425,276.33636881872434,385.3462356850703,188.34613705020783,372.1964864958503,239.28125157475048
444.3242181833606,228.38694535116284,423.52130434557364,274.69628405316445,437.7725389718377,189.74201568929325,460.3432175208782,224.58130588735128,114,4379.0,369.31515215562575,213.83378337710772,392.1883223354025,269.74833098170603,390.2948338030504,187.31104216117456,370.14398590006937,233.08981255704398
451.2882408728967,226.1549662525544,427.74355739117937,272.719576723635,442.2477074580104,188.57777524248985,451.1573587108987,223.62181653331606,120,4499.0,358.1865516075721,216.52364751198115,392.0262172304351,272.7444113191761,395.346143808542,182.74391038562052,374.5743178309433,226.3935458363163
454.89593182065437,228.23065693268146,429.7201797121084,270.9776186688515,446.03562858439886,189.77709590328118,479.6819971221195,226.1141536074601,110,4609.0,375.3966985646863,217.08308471055213,392.03308064994513,271.0791640095015,394.7934308039415,185.53151846780472,380.4401152835917,232.93120462275058
467.4887433039415,229.4769230092548,428.76373533861084,271.3459744572216,445.77455535807724,188.05500383478886,496.8448353572613,226.5374233205124,107,4716.0,378.99872149965813,217.63680027048787,389.2927207238478,270.12601207583833,394.32998940546247,185.3371888293066,381.3431932565704,238.1021044856713
462.3192987517906,224.10172717002789,429.07627257491305,270.06609920080865,442.8814009203519,185.4158826400377,478.67449287394317,230.38233312423543,111,4827.0,379.17691865713584,217.79250976453895,393.8133954875349,267.8987857370614,392.9651069135185,186.7945454553353,384.14859194970575,243.81994498582074
448.7461468522049,227.1360287377843,423.1406374255922,272.4810482004784,439.37933924343605,186.1157446484549,460.4243270914498,240.99798996677606,112,4939.0,384.5081436602443,218.4790739979184,393.53413599555626,269.47867885603176,388.0264695063826,183.90683048560527,394.5061430184848,226.21294340629169
439.1034696462616,220.8890397014143,419.62366999618575,267.83308321046655,432.6567421667773,185.97391284657544,445.71741402623513,251.8237477095526,109,5048.0,379.3167143601637,209.8280926361627,393.29304039952615,264.03768152528806,389.66540106411634,180.91250219379032,387.8812147388408,215.58579034228345
438.6675021629435,230.70591257984532,414.33325162933113,267.46839788036414,425.98861572913216,183.12603797776845,415.76369713092674,253.50705347027215,109,5157.0,379.05405504950164,214.57681201106715,385.9268326088984,265.15701266794446,386.84951903649284,182.40207536364792,390.99729664445874,218.6773371993435
422.69489035366064,229.19984322001503,405.96441628129793,267.2054146871872,417.3394192561547,180.54913721050656,396.5180811388739,253.9910285922556,109,5266.0,377.23736628929566,216.4763844310177,385.57012745176763,263.2290248938727,383.66234574457053,179.01368830127652,380.91198503812996,234.84960583181146
416.6703270221579,226.63902608525288,399.20028969843133,269.46691872810555,412.8924920767625,181.8826956426546,385.71599095190237,251.11033809566842,113,5379.0,377.08259784890737,223.73863831109423,381.34439240716176,264.22887605280215,380.52695357831146,182.18405482607804,381.27877880470817,254.6671333177234
414.40939622469233,220.304640637598,395.35144320217313,262.2166860315724,405.6775948602894,185.39358417334503,409.2906273960752,257.3959432038548,110,5489.0,363.7752231425885,212.94520544411876,373.5730312357531,258.18172631314644,368.8647088574478,183.59022255894132,365.4714374896386,222.6923294338892
413.3610870604174,220.71603618906914,389.6334604116587,256.8659107031771,400.05626000523245,183.119161341114,424.5560105220076,251.75807328410846,109,5598.0,362.6669404614193,211.9756913100273,372.38748160850474,254.41198830926967,364.21806841377236,182.02882488427213,360.56911640521383,207.3613768879629
413.5826531771956,216.64743308070717,383.5589441759833,258.52260284152317,391.96703053279646,181.30224560503436,430.49071051397766,243.5340047815941,112,5710.0,354.93596165502737,208.39107818875027,362.28422210450515,259.42278512432057,358.91205400623767,178.63933943344605,346.05637932329665,219.26069587150928
413.644064743892,216.0495929107123,378.73333027887725,262.76901435173284,391.6278068077027,185.0036293925764,442.36568056303884,236.26734614796487,109,5819.0,351.91302463926115,211.44883016674547,365.98142922398904,266.88983550699584,355.81167448736954,183.94709699094508,339.99525075249716,229.9495495426273
416.29667975225885,213.93179571077067,379.15548876046506,265.07572459156404,388.41311507895387,180.90945484799423,441.01265580964025,235.27782480911853,114,5933.0,354.2849243730702,211.3640217085326,365.1805078319276,264.38812568094386,354.41374761040083,181.7086635874684,342.1427816294865,231.3631788437053
403.71758458468895,213.4806920116058,377.3253048762719,267.8194142406097,385.2110132677802,181.15147885902923,415.9348513656332,239.9507863326429,111,6044.0,349.4726299417431,212.52271889791797,362.31965366029607,261.1125390809626,354.40746600811303,180.37307250542148,342.92419959758894,231.579631011257
390.393229112701,209.5711283836501,375.50950634700877,263.9691925048828,379.9993842097113,182.53383677200915,410.2012120254477,243.32275662133702,120,6164.0,348.6869071333099,217.54478590344198,357.6051257712772,263.8183312738493,347.0522140381508,177.08285212941018,340.7856323485033,229.97715281422032
392.97231112614236,216.3613487053596,374.5451407596983,267.22457193395,376.25411177819865,185.62959311271482,400.5047542663089,254.69582907245683,98,6262.0,349.01604123710007,212.80369782362968,352.1700005569257,266.30917491437697,342.01603978002737,184.32985298998412,341.2306298374814,227.3599668075181
384.2867596775531,219.73416223220553,367.27039863323347,266.61164877677726,365.42317033762635,178.86573981560002,373.38833917673446,264.6659161442115,106,6368.0,351.4066927882025,226.33763920794175,353.04647138327437,266.2726405676574,341.55461642723185,185.2835718338176,357.3397268603905,261.6254009640514
372.48914440367514,221.41239227349223,361.34459720682406,265.37778019480857,362.4642952430786,180.08081646576468,351.39732623922407,267.8071816875417,128,6496.0,344.0238062203405,218.29328586198258,348.8021239424891,265.4767076485522,337.79966480852124,182.00988674503205,344.9544842869281,262.0866051942004
361.04082588175567,222.544834639254,355.7234175704835,261.4608903117876,349.4320755611997,177.7119644002134,339.1068867852896,261.1710338660406,149,6645.0,340.4868816507274,219.74824752671864,339.28678952730615,261.77817286969935,331.2862349694857,180.9651723026805,326.8525993286457,256.44418492435983
359.64092345705717,227.1957970344299,358.15137625373006,258.76678779031886,347.2507855240799,178.45699188123817,334.75178604733094,266.3726024695563,106,6751.0,332.81696026141833,226.00770563417484,334.42574903250375,258.23491120253595,320.97660297424164,179.86018822286476,327.73719200721155,255.9003747145901
363.2086570193344,223.37011534124082,345.37657639075974,266.94174688481775,343.52742890780416,183.09221152309,341.7670195804667,273.00320011016737,109,6860.0,318.2170161644407,206.02535970694652,336.1577782264123,257.4774153631353,315.2308666927429,181.5801529527984,311.6426070236085,200.51631452350009
364.84775755702657,228.28442909539382,350.376364305734,263.1002409856939,343.29031946804537,182.74095650669517,369.0329359950058,273.86295522235037,124,6984.0,316.79036431350505,210.97056487276885,326.09773788907484,263.31036672897613,310.7898159684806,182.50264612381145,311.2001955351083,221.42217127029582
367.7729032400116,225.38110536188415,344.6168647583979,272.6185548178242,345.4150592996208,186.69597557855246,376.62845196711294,275.01578660197947,108,7092.0,315.11174553585306,216.6563545851521,326.41308706066025,267.709056542013,309.8349557567971,185.7175741501126,311.2088298038716,230.40424856002645
372.1534660197696,222.13639133765602,339.2604009542288,272.0477167991557,341.59974358758495,187.8911590576172,383.89640059332,267.32083629458833,112,7204.0,314.4122891211067,223.1220778875928,322.57875720765287,268.09982951425576,311.3798899359665,189.92975133169585,309.78853767050987,242.39353424289473
365.72274610281625,225.1332181883028,336.38842757247807,278.01488272235906,339.5935055558182,190.7559600843654,375.9011427983049,261.6811161787909,114,7318.0,302.16392759935286,223.39983495529012,307.9563227888761,276.3688930497899,299.6019164067681,196.06718436678958,295.9640199372876,239.56814721810014
350.31499847493063,228.68464975594623,329.79150706324083,276.63883494312654,334.5470114791425,192.5047891759364,362.2271024263822,268.35305101930885,119,7437.0,289.8470923628668,222.91676721538937,301.13705743845327,276.0042398934687,290.6012432391827,192.65846551100975,288.78012376375483,238.393381464948
345.6577594463642,229.41664380110882,328.411640197592,274.0948556411309,325.61284849435015,190.64790718920293,351.71873542927307,265.7259697422014,117,7554.0,275.21611868860873,226.01637545005283,291.9974013917958,274.3720043087345,280.9193804915451,191.94773736797615,281.47653352044307,248.73278485498398
340.38979325433627,221.59446573766525,319.6642103119302,271.13044392595936,322.8579525732552,185.9287571482811,346.090511655934,264.86427117072816,115,7669.0,273.69083637267903,228.17437969492852,287.0351808583389,272.2348529503439,274.3967470123534,187.18947006714302,274.66361756666265,240.3558965934129
335.69585663570336,224.665325884293,319.79900896391126,271.54216202976863,321.49842522820995,188.86380891358726,344.45693686406867,264.9001233518336,110,7779.0,264.23997104958454,225.00375089272063,286.6146694760108,271.78895896015644,272.43218297983674,186.7859929312166,272.0938144754668,247.12192263891689
337.5204817875627,220.15725417493505,322.4094154094828,268.91176216967165,319.84611936210007,185.78281687672032,345.18818012915494,260.2288780348157,105,7884.0,258.0976904861491,221.99329681667996,289.16496256618353,269.9990543351903,272.3446242436174,187.4744246947808,269.3060076078622,240.9794146989164
343.7450831891371,223.34476647427925,325.86279587657134,270.0478253076085,318.81967559733505,183.0498944482769,350.3637875422875,260.73768154157864,109,7993.0,254.672079921085,223.68828715802937,289.3565368652344,271.18111111515356,272.2861154895246,188.82819640678866,268.8901040155628,244.9603069889164
348.85623597972267,221.9356444552276,327.8282624909985,268.5705197154415,318.77782846951675,182.45646045725545,347.8545754025406,251.26507402739068,106,8099.0,253.73053148507444,223.38024682421698,292.44097560407,271.75246004532244,273.02837665264417,187.06593659424698,271.37434496487487,245.11428795675369
345.40275432070626,220.7132507134163,330.3938257030214,270.5588467689596,325.8402813587644,187.39363958827118,344.68327125124335,244.98777667822787,108,8207.0,252.1254627015294,225.4966902817696,292.6016065359748,272.480812598802,270.9861597521552,191.79768246688027,272.86622712719657,246.75706630923995
339.8817638629944,214.43971464218197,329.92554156154165,268.35261769142016,325.5606505598883,184.8597315452277,322.3113641308853,211.6905912894796,110,8317.0,254.34221667383326,225.72200897325402,296.5192306073338,269.7026784224866,272.244705483515,189.92334956376155,276.3778047030421,245.38665143620503
338.152290971589,214.41607465099185,328.1184891111338,266.78747401118704,324.6674519951211,181.10604988722613,326.1600581404385,225.017194238846,103,8420.0,256.70689833259075,221.6977934650679,293.13822617265214,269.24957424720407,278.0739393158364,186.58185069671302,272.8647506268651,246.08274243056138
339.0254675867704,221.10165911637168,331.47582522121604,270.86406171533986,327.93877295537084,183.2407961536557,336.65306819844943,231.95957470618958,105,8525.0,253.48623301053243,220.5736969374253,295.18226117607134,272.3599131506109,279.1360611245234,187.77297213408448,276.09507107924406,238.56251862549698
353.9661097842756,218.88354259029398,330.21134191862154,273.4453860211627,336.92564946586947,185.72635351975197,335.87830399328584,234.11584711583907,107,8632.0,251.1151406366566,211.42278162185832,295.89065268438117,272.4892515983446,283.9812196281292,187.37500608179488,271.8386007050936,238.3444162280534
