leftElbow_x,leftElbow_y,leftHip_x,leftHip_y,leftShoulder_x,leftShoulder_y,leftWrist_x,leftWrist_y,ms_since_last_frame,ms_since_start,rightElbow_x,rightElbow_y,rightHip_x,rightHip_y,rightShoulder_x,rightShoulder_y,rightWrist_x,rightWrist_y
339.64541731209584,203.70553447682664,330.4070672558853,258.0376077292229,333.38054869472194,148.6024434371351,342.56765107577303,249.4709690949247,0,0.0,275.54302023323527,204.65176456763646,283.5408080730893,260.22454149782453,264.7265754517573,154.62728045589137,300.35901299838366,237.07270965033157
337.7869040896469,205.85068835058246,327.3991465884748,258.86475924495284,330.84858942411313,148.04952275286362,340.43546975133273,248.52266033349088,99,99.0,277.4946735898127,205.2607205754073,281.1697719584093,261.6821082715886,261.7558057871042,153.66849688872747,296.69854606810554,237.66230681612822
338.68588232551394,206.98677796061781,324.5645667766703,258.1010214374583,328.55881627738,148.63446082933095,338.6653301127709,248.67189454862657,102,201.0,277.05999156840596,205.26090628735957,279.81567220915537,261.89197255199065,261.65412720697947,149.96374221034745,296.28154238592094,238.71359529868562
333.9884386138512,203.0140233973167,325.00507385092016,255.324383392877,324.594273959294,149.9528487127447,332.4020701441272,246.1665523434025,98,299.0,264.8817132195996,211.74975520775413,278.4968579036804,252.9438754587411,257.00425368088946,147.56978723926474,291.4425634895142,242.0621377802404
331.70942797268737,201.45722046441452,321.8638938681201,258.3541525301136,323.06388875217584,149.67894231721598,331.52328045994284,249.30450439453125,101,400.0,266.5598821260569,206.18919318256854,275.2846294372721,253.9124675492799,256.7083384061049,152.51857336729873,281.26065120140504,239.1803969522388
333.7085086407649,199.3568019934821,321.9058365151484,257.7096823695716,322.8871280255305,149.7846775801581,332.5472382967921,250.9252907966804,103,503.0,267.614085554128,205.80626165315348,274.0172951291031,253.18490839513595,255.09456725588532,153.54008196087494,288.28822128336367,238.03875145963082
327.7633116542503,198.32770323838204,318.32860648157737,256.7132035523547,321.6516469454576,148.48781354910963,330.55750839273867,248.03444641764904,105,608.0,265.9394751429874,202.1652770127266,271.9548356944117,252.26895749781056,253.8218045424404,153.7842638551977,275.7787826902354,232.0682962763776
325.0440667352246,199.49965073120552,317.01755149294905,257.716138303492,320.93953261641036,147.6847852930904,330.0666966931573,245.8803123935686,105,713.0,250.3187378901069,200.46856863218696,272.0139609723888,252.48133214767293,253.79260318665038,153.0691799829015,275.78164988550645,236.76600595386
324.67732153773625,202.27371976044682,315.6512099045973,256.6010604125325,320.2138521310821,148.41972894091626,327.7888217592113,247.22579793149467,108,821.0,263.28870859323195,202.59540870096336,270.23685202358257,259.6772565196842,251.245701635548,153.74414518634617,286.9957864695582,235.96172862205643
324.57971547579575,202.96596106261123,314.25659361821585,257.19590414461294,319.88103568079623,148.39295872589872,327.8626945353945,247.21193632621362,113,934.0,259.6718498250217,202.35335109072648,268.7034950964647,252.83411317872836,251.01335196659485,152.86487077054605,277.4257038632502,234.42422405256497
326.58122662207813,204.66484397331595,312.9299934852661,257.4405503188164,319.01095605339236,148.46727201522882,328.6729508053403,251.33191689053464,117,1051.0,264.52098735131386,204.5822920069576,267.3185102629725,259.3065135589274,249.9343702078498,152.50976182387816,283.6157890340061,236.45526057884788
327.16138197193095,206.36202849527268,309.6167698463015,258.8765487976346,317.1260795289705,148.70175453267487,327.4642652921398,249.46775008775163,106,1157.0,263.99464574353453,207.1918015123686,266.2742375948069,259.88785713168653,249.0398077117353,151.77755009661362,286.1490005776484,239.20369891509463
323.7436941131673,205.4560585972253,308.9933509725475,259.17135842754317,316.87192881455155,146.1769590004483,322.9519691770842,247.68781831680243,104,1261.0,259.6075439453125,212.3940926005408,265.0887648686174,255.22150711656886,247.9636146282328,148.67846193686927,271.2544934502964,241.6958311359229
