leftElbow_x,leftElbow_y,leftHip_x,leftHip_y,leftShoulder_x,leftShoulder_y,leftWrist_x,leftWrist_y,rightElbow_x,rightElbow_y,rightHip_x,rightHip_y,rightShoulder_x,rightShoulder_y,rightWrist_x,rightWrist_y
327.0296658,196.9531904,317.7740466,252.3118081,322.6046142,152.7821308,297.3294966,152.3377355,252.7814166,207.2820227,273.1701782,250.6383593,261.5858581,155.0524101,268.6282486,243.9000267
320.5633011,200.3311385,309.6357517,255.5320175,320.7345083,154.9284987,301.8909501,154.0621834,247.0809042,209.4941227,273.1872503,254.3210371,258.8830646,155.9640261,262.0096432,242.4363804
321.6456098,205.0819321,311.9416279,260.0245403,313.0658157,154.3127304,291.441499,152.5662134,245.6354262,209.0701476,267.8197072,256.1120513,255.9931841,158.9514,257.6900347,248.4607694
327.3663,206.121875,307.7720079,261.3836185,310.5839739,156.7970387,286.5811352,155.3485417,244.6874352,215.1996813,265.4763146,260.7501568,250.9936584,158.4864347,256.1946296,247.5171865
331.1138564,208.0226249,306.8983917,261.5043386,311.5382355,156.227439,292.2220148,189.3845756,242.9010987,214.1192125,256.9939619,262.8526678,248.7192088,160.2216095,249.7977049,246.3660151
328.5668217,208.2074765,306.5021043,258.0758485,307.3528705,159.1469351,289.6356687,215.6194718,242.4385494,217.3643608,259.1157981,261.5539035,250.7201226,162.1471309,247.9881647,251.0564091
327.2431592,216.9214535,303.2339291,263.8794097,308.2263839,161.4134811,279.8490181,237.860815,242.1837337,214.1082636,258.4479067,262.9409551,250.2301171,162.4186157,242.6587157,232.4628141
320.9687591,219.3170449,301.2610689,264.7902731,307.799545,163.7038921,281.7139352,243.7320503,236.5773383,218.9660188,262.2055766,263.342378,247.7951722,164.3720422,250.4007662,245.5250519
318.3467511,226.5855313,299.915166,272.8390851,307.1060197,171.6927191,284.2371415,258.8313288,236.0741985,225.338166,258.7138997,272.4402355,246.1878971,169.1633431,250.7708319,250.7032925
318.9181466,228.4647293,299.514076,275.4355467,305.9373001,174.7344667,276.9454284,254.1407369,231.7565965,228.9105064,260.1064709,273.5838725,247.796537,174.4616578,242.1847785,246.8724703
325.3557597,223.8131858,296.9648941,273.8129741,306.6605569,172.3566263,280.4651106,231.6332954,228.1256409,225.6318519,260.5399675,272.2359524,245.9777184,174.1686072,238.792982,226.5029566
327.3384914,205.712162,301.758883,277.2392164,308.8398382,169.1112411,284.5412569,183.848183,214.639436,204.6926212,262.0076964,276.6836135,250.6780812,170.8126725,234.4319651,183.3619296
327.7723457,181.8955778,302.7513106,274.3363692,300.1345906,161.0709788,291.1958697,150.6845962,209.4891463,183.5563497,257.2827424,273.1292737,249.0292949,165.1427913,244.7588318,141.1200991
326.1886888,139.8483437,306.4151697,272.5199939,307.3198783,165.2014856,293.1600345,112.947653,214.5193437,137.24522,260.3008054,274.7983698,251.5043175,162.6870668,243.0178501,95.85100296
315.5026221,115.604651,302.8721145,271.9393671,303.6289334,156.4041464,290.7573249,76.44828118,224.8711073,120.3160524,260.3759132,274.6345422,250.4134217,159.5318366,240.8207788,68.45006081
316.785832,113.5746206,302.8667047,271.016799,303.7629105,152.5312653,291.501753,68.44973809,223.130789,108.1699629,259.9867615,273.1688201,251.6276562,160.3069014,250.4169624,58.32144904
319.0695053,112.7841197,302.1660406,270.2054886,303.5212813,153.7263054,292.1069304,58.4037292,226.5963348,108.9628194,260.4506208,270.2694605,249.1160401,157.2783186,251.9282787,50.91000594
320.1057657,113.8196137,304.4117012,272.4859467,305.3978395,156.2071516,284.7761321,53.02584013,226.6479452,107.5127902,260.4426977,275.2278249,252.3114103,161.4625903,251.5887824,50.6793745
314.4650681,102.7639108,302.9875009,272.6157595,305.7804057,153.0434019,287.5532932,61.27281556,226.4044299,105.5461528,260.9600004,272.6343664,253.4489639,159.6534441,251.7989036,50.67359137
315.8931143,106.2607952,302.1182121,273.0750906,305.824364,154.3782961,288.8865601,60.29059359,228.6247769,105.0763797,261.2410471,273.1324472,255.4723969,161.553735,253.0242386,50.42085532
319.1707965,108.5110506,305.2916469,274.0458041,302.7687401,155.5626659,284.0281034,53.31188042,229.4235976,106.0071811,261.8016854,277.6814373,255.3726919,162.0107389,253.5403774,52.0886969
317.3056621,109.9625687,304.9352679,274.3322648,302.9911695,156.7593938,292.5748061,59.3912126,230.2441421,107.0776476,262.0614029,278.1802283,255.6529242,164.6817808,253.797928,55.21989734
319.6073108,115.8941596,305.1249027,273.8153763,300.9137521,157.8670043,284.4193209,55.62886927,230.7895442,107.1941737,262.2023395,277.0014408,256.0857994,163.9346747,254.6190297,49.23825301
321.229104,113.4475056,307.7862221,272.2524709,301.7053514,160.5957987,285.0820494,49.74341314,228.9655773,107.3849455,262.5616751,278.6068901,254.4679535,164.7011186,250.5857529,51.26855545
327.2829205,112.7537444,307.9116457,273.2364185,306.8570731,160.5797085,304.4711182,57.81770618,227.5798439,115.0651577,261.4632636,278.2927754,254.6438969,164.3379568,230.2916446,57.19571694
331.4255497,121.168138,308.0036234,273.7431466,307.2289145,160.7264764,330.0084381,75.87930863,221.9438993,115.6002916,262.5708417,279.8564403,257.3201687,162.611738,210.3699524,61.5950376
343.7462578,118.2470225,308.2946591,274.6312122,312.1027996,159.8915448,345.5762982,63.3232995,206.9318218,127.5317796,263.0890095,276.9559243,251.1195742,166.7363839,184.8095213,77.32087974
348.488317,128.4165748,310.1008173,274.0434998,307.0915222,171.8963172,376.6084423,71.58234457,202.3830762,133.2114701,263.0638875,277.3918765,246.6593532,162.0248939,151.1582789,84.68215779
364.9905695,141.470988,307.7773141,282.2033018,307.1008795,171.7553806,410.7813957,95.45300955,190.0226931,153.3062804,262.8835246,278.3083927,248.2345379,167.5649468,137.7460931,127.0709777
377.2603196,154.3313737,308.4675392,278.0883811,307.2045514,171.8394768,422.9106873,121.8573671,189.0948583,169.3221484,263.5546968,278.5945211,248.9062921,168.4735645,133.773059,149.3998001
375.1663508,181.1112384,306.4222179,281.4295928,316.336181,173.3721538,435.0119496,154.0146884,183.7644169,185.3808531,264.3782982,279.8042553,247.3143997,172.0078218,152.463693,180.4052465
365.5828097,196.0540375,308.5006665,277.6868995,314.151226,176.2233932,413.2148771,190.3342625,196.8467279,194.6316045,266.3242994,280.5974359,248.6941294,176.4666442,148.6281466,204.9784189
368.8108668,204.7391247,308.2609319,282.5104706,312.0980139,179.2468911,433.5238866,221.8432544,197.0263931,210.9141532,266.1562022,279.6444534,249.5350222,178.4936204,151.4570411,235.7437366
349.5100043,222.6102089,307.3272851,282.1594713,311.1776741,178.3379286,380.4834535,260.9229253,219.7959475,229.3993133,264.6551518,287.1534864,253.6010095,178.6108227,197.0203268,269.6786621
337.7965718,228.4814646,305.5120862,280.9907433,311.1097341,179.153289,362.5939699,269.6571627,232.821957,234.5174665,264.272263,286.2546868,251.432181,178.3207178,214.4542,277.3487339
330.1668425,235.8093617,310.4444598,282.1373252,314.2339537,180.8052468,343.5434579,292.0249244,244.5609623,236.5448837,267.3216867,279.4216365,248.7031389,179.3371788,240.8797319,281.757835
327.7818383,233.002849,308.1600126,282.4536843,315.9646651,177.2698544,331.4081539,284.6038569,250.9269071,228.9765613,270.5502983,283.7246997,252.7512123,177.5308123,239.4936875,277.0309861
326.795239,230.3923905,306.8050014,281.807425,317.8188787,175.0330801,322.6344152,286.2042736,245.1589266,227.2357939,261.5766449,281.2813136,250.2631781,175.3474969,241.7624152,275.9926592
331.7502952,228.2059324,308.2904231,277.4574247,319.9084327,172.02403,324.7068677,285.8718932,251.0337073,225.4151232,267.8138413,276.78179,251.4326878,169.1552679,238.5880184,271.0255749
330.4886423,222.8537824,307.3181031,274.8294917,317.2944143,167.0299037,328.2991734,273.2374717,250.6831518,224.7471939,269.1517222,274.2633021,253.594736,166.4526132,239.8310909,271.1224249
330.6769074,223.7743223,306.5112507,273.9676223,317.6043499,165.4037259,324.9687101,276.6839817,249.5203608,220.689,268.7564565,272.46119,252.0259009,165.5324571,239.6718255,271.2219156
