leftElbow_x,leftElbow_y,leftHip_x,leftHip_y,leftShoulder_x,leftShoulder_y,leftWrist_x,leftWrist_y,rightElbow_x,rightElbow_y,rightHip_x,rightHip_y,rightShoulder_x,rightShoulder_y,rightWrist_x,rightWrist_y
377.5009422,184.3325369,361.9830079,255.3928525,363.2704438,154.2109371,377.7425749,168.9626565,325.0965869,196.5297028,324.174196,266.0765442,314.9780889,158.9084533,347.9042001,168.0395923
377.5009422,184.3325369,361.9830079,255.3928525,363.2704438,154.2109371,377.7425749,168.9626565,325.0965869,196.5297028,324.174196,266.0765442,314.9780889,158.9084533,347.9042001,168.0395923
377.5009422,184.3325369,361.9830079,255.3928525,363.2704438,154.2109371,377.7425749,168.9626565,325.0965869,196.5297028,324.174196,266.0765442,314.9780889,158.9084533,347.9042001,168.0395923
377.5009422,184.3325369,361.9830079,255.3928525,363.2704438,154.2109371,377.7425749,168.9626565,325.0965869,196.5297028,324.174196,266.0765442,314.9780889,158.9084533,347.9042001,168.0395923
377.5009422,184.3325369,361.9830079,255.3928525,363.2704438,154.2109371,377.7425749,168.9626565,325.0965869,196.5297028,324.174196,266.0765442,314.9780889,158.9084533,347.9042001,168.0395923
377.5009422,184.3325369,361.9830079,255.3928525,363.2704438,154.2109371,377.7425749,168.9626565,325.0965869,196.5297028,324.174196,266.0765442,314.9780889,158.9084533,347.9042001,168.0395923
377.5009422,184.3325369,361.9830079,255.3928525,363.2704438,154.2109371,377.7425749,168.9626565,325.0965869,196.5297028,324.174196,266.0765442,314.9780889,158.9084533,347.9042001,168.0395923
377.5009422,184.3325369,361.9830079,255.3928525,363.2704438,154.2109371,377.7425749,168.9626565,325.0965869,196.5297028,324.174196,266.0765442,314.9780889,158.9084533,347.9042001,168.0395923
377.5009422,184.3325369,361.9830079,255.3928525,363.2704438,154.2109371,377.7425749,168.9626565,325.0965869,196.5297028,324.174196,266.0765442,314.9780889,158.9084533,347.9042001,168.0395923
377.5009422,184.3325369,361.9830079,255.3928525,363.2704438,154.2109371,377.7425749,168.9626565,325.0965869,196.5297028,324.174196,266.0765442,314.9780889,158.9084533,347.9042001,168.0395923
378.3098396,184.1688521,362.8868253,256.2920746,362.9968335,151.5346894,378.1405939,169.0532758,324.5579832,192.8604476,323.9811176,267.1274821,313.6825349,158.778024,347.8643961,165.26848
379.208608,185.4714626,365.9883656,249.4394453,364.3325498,149.2093762,376.9202502,169.6157818,326.1970629,193.6508741,323.5144658,265.2087163,314.4578714,158.2702831,350.0540574,165.1466905
379.1722775,186.3564167,361.9642311,252.8373811,366.8836404,153.1509777,373.5905525,164.4931448,326.5515558,198.6429289,323.4303134,264.635931,314.3056806,158.6750569,349.7749745,165.7063204
403.5254926,169.3304655,363.7845209,260.4719143,370.9756672,153.4537259,410.191295,161.0118537,334.5295501,190.4744432,322.2319423,263.339067,312.5074392,158.8447386,360.4670307,156.0332608
404.2052,177.2348727,362.8870669,261.9265549,370.9114852,156.3716105,429.0733244,156.8179354,301.5976074,183.2320233,327.2816382,266.5887227,308.4228839,157.7797189,304.7170482,154.0851449
412.0297367,159.9393477,364.8570709,269.4146958,377.0146837,156.8133529,452.1597768,156.3641649,277.537242,164.9484975,327.4192409,269.4524088,302.7828146,162.8037297,261.8751109,155.8649236
430.5466386,142.747106,364.8663611,269.8868228,373.6774718,154.1775724,476.5638425,148.8030368,260.2346399,153.0787865,328.5672183,276.8799062,300.4097936,163.1669887,209.5157047,161.0175839
425.3782735,144.2729725,363.2080179,266.1120111,377.8736442,159.1114731,474.3077739,147.6428274,252.59501,148.4556031,328.6180086,278.7884223,303.5707962,164.0332357,208.9436142,158.4852752
