leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y
386.82224961577873,220.74801839192708,305.6927850441855,221.83439229329426,403.72465233724625,310.40981343587237,294.6176732798092,309.61171875,420.7385153848617,394.52642415364585,294.8080394307121,378.24106852213544,385.3718121638064,384.68981119791664,326.676034395812,381.18776652018227
377.0534462850602,228.6163798014323,302.9619749100482,230.14779866536458,393.7872284435835,310.39282989501953,292.0004002305328,310.3226369222005,411.0957311411373,389.16040954589846,286.105975041624,387.3201965332031,368.1005299052254,387.9991139729818,320.2176393602715,385.4134785970052
375.16672003073774,232.80575968424478,299.74266152303727,233.63196309407553,390.032235567687,312.60579986572264,288.2792308369621,313.24586791992186,407.7566318199283,384.6939951578776,281.9242563716701,390.2588195800781,365.9361607285797,385.77564697265626,318.44648717661374,381.88185017903646
376.09754868804436,230.71060384114583,301.55151317158686,236.03222071329753,400.72372486552257,295.80103556315106,277.8263649862321,304.2510599772135,407.7521742523694,336.6207722981771,268.0267856785509,317.88465576171876,371.66333708215933,382.1326538085938,327.0892894307121,381.0718709309896
376.5311869636911,229.71875610351563,306.67259391409453,233.58734639485678,411.0000515296811,276.67419586181643,271.2195459584721,272.7711766878764,395.17398171346696,241.61824544270834,273.5081101714588,214.4918477376302,371.374803887039,367.2250203450521,336.4313704693904,377.3325602213542
372.92213915215166,214.3994364420573,302.44225874103483,224.61454366048176,419.5933867907915,194.03131408691405,276.3374588763128,193.4556864420573,397.5780769723361,131.56402537027995,282.6764786517034,117.44427083333333,371.1105558051438,373.9342753092448,325.8633893122439,379.49126790364585
376.85334152471825,203.85304361979166,301.85702164446724,217.92440388997395,395.9916431864754,151.80950317382812,272.6773343946113,151.84532877604167,384.4740830718494,66.152001953125,293.2122242411629,87.84538167317709,379.73432297003075,382.767724609375,320.67407626793033,379.2235112508138
373.0713876192687,207.15096638997395,300.8184754418545,219.83881022135415,398.32285796618856,169.34226888020834,268.5509547405556,151.09719645182292,387.00656978419573,93.81810607910157,291.6544969902664,83.7198974609375,360.15243580302257,376.8846977233887,318.8717321176998,373.5968048095703
366.1422149157915,207.34990437825522,304.7526842961546,210.220947265625,390.8072789926998,157.28649088541667,268.79212069902263,159.0194539388021,382.6196088947234,74.64570719401041,291.124297595415,83.24006754557291,363.90108852699154,376.2063069025675,312.20695020331715,374.4046180725098
366.36673298820125,207.07570190429686,302.3000601627788,212.39346110026042,389.2058665791496,161.30697835286458,267.8174314655242,157.2243693033854,386.1787769755379,85.30796915690104,286.09533491290983,78.47001749674479,364.06744134621545,376.61387125651044,309.7853503618084,374.5381862004598
