leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,label
332.85043821892276,161.45098535001404,286.2427972730302,168.95230686437756,367.2172862168925,161.1045279311327,281.0938068890082,215.43826000382984,415.4224915225735,151.93008067996,281.6096695452505,248.07040910136118,333.89918563866877,243.99283588562656,306.3868025769178,244.64524928409503,999
332.85043821892276,161.45098535001404,286.2427972730302,168.95230686437756,367.2172862168925,161.1045279311327,281.0938068890082,215.43826000382984,415.4224915225735,151.93008067996,281.6096695452505,248.07040910136118,333.89918563866877,243.99283588562656,306.3868025769178,244.64524928409503,999
332.85043821892276,161.45098535001404,286.2427972730302,168.95230686437756,367.2172862168925,161.1045279311327,281.0938068890082,215.43826000382984,415.4224915225735,151.93008067996,281.6096695452505,248.07040910136118,333.89918563866877,243.99283588562656,306.3868025769178,244.64524928409503,999
332.85043821892276,161.45098535001404,286.2427972730302,168.95230686437756,367.2172862168925,161.1045279311327,281.0938068890082,215.43826000382984,415.4224915225735,151.93008067996,281.6096695452505,248.07040910136118,333.89918563866877,243.99283588562656,306.3868025769178,244.64524928409503,999
332.85043821892276,161.45098535001404,286.2427972730302,168.95230686437756,367.2172862168925,161.1045279311327,281.0938068890082,215.43826000382984,415.4224915225735,151.93008067996,281.6096695452505,248.07040910136118,333.89918563866877,243.99283588562656,306.3868025769178,244.64524928409503,999
332.85043821892276,161.45098535001404,286.2427972730302,168.95230686437756,367.2172862168925,161.1045279311327,281.0938068890082,215.43826000382984,415.4224915225735,151.93008067996,281.6096695452505,248.07040910136118,333.89918563866877,243.99283588562656,306.3868025769178,244.64524928409503,999
330.6842450809328,160.46766930352305,282.47480202625144,170.10642827943312,367.2995930411051,148.86029039830535,277.06909758219786,213.88240717430193,400.8234712862855,145.22664511682618,280.71078187481487,246.0884252310303,330.71019520691783,242.61420993925904,298.82468719241365,243.9266048374942,999
335.8300829461024,160.21239298846706,287.84639476034874,169.18061141483878,378.7748349447386,150.50914933767177,282.4276680366311,216.26133892551283,404.84994318812943,149.68054313740316,283.07529255865495,248.26030674746877,333.5713721300941,243.09695028099398,301.1273383792919,245.77179890606416,999
332.6126826619273,158.24645189603842,284.7441093842565,165.45388477801268,366.76117738841265,150.92940929324126,277.3998647391513,212.03986000561056,400.9267378531361,146.71814706814465,281.2587241463563,245.80350944406132,332.36218577500955,242.5253176537931,301.377261916608,242.78124238673524,999
328.4975314027325,158.90802492298988,281.3331466602488,165.18255576522859,364.0110643365748,152.48682195490056,276.9611318868483,214.15743241098414,397.2898153633491,147.70062791368673,279.50538599095637,246.3325835988083,326.3411728315067,241.34968086226544,293.18467620801397,243.69959470333558,999
325.44186560463567,158.31198323352643,282.06738705507007,163.66185274991122,360.2682851878764,152.40518323966867,275.12121697737706,212.42173434816002,394.95903557510735,147.5701604282629,275.69756723316544,247.0974171741316,326.3617466448984,242.22286942141253,295.42395617347944,241.90580952747175,999
324.96617996673825,160.51133879647446,278.33829810457394,168.6555613221376,359.60334958623366,154.85252719096854,271.0386727620828,215.3322954560939,398.36742045566746,151.46403467932413,273.60389287626197,245.10033508687894,324.94891547855417,244.26617741332748,294.74186033999183,247.4132000719518,999
326.7101915790383,162.44377507215825,278.6001881001308,170.23030222596375,365.19653513156595,155.83360087291885,268.1072024184192,215.87038649061012,401.5355625725094,153.26801598450092,275.62028110498125,251.29940121672874,324.2386037817498,244.34856132523453,293.529793255702,247.90997817702825,999
327.06100102284506,162.87329385446947,278.01455915068374,170.79035381938135,364.1960744270216,156.77797603808798,273.53933421733063,215.67007907601288,394.1840867559303,153.0380173213386,274.01085888228334,249.74449319012825,326.8062595168561,247.0963134120433,293.1079663220928,246.02485027676153,999
324.8115720342121,158.51863159437764,278.7057827773252,167.43015507058914,363.3202151137317,153.42126568074457,273.28410216417353,213.7253020530523,393.64895933612263,148.90012503174344,276.3963229885975,244.71002187587746,326.89410241294246,242.36354223013427,293.80805523286307,243.9776522614235,999
325.12561864385856,159.11542525503145,277.92522508762835,165.66050942806058,353.64377231206186,153.97875021678448,273.54619078914885,212.53473495580175,393.5456807165161,147.38534632999347,276.0468019844043,243.8320708325247,325.32527941663113,240.49273662284867,295.07423147771027,244.07032617806883,999
322.8295814068208,159.70369270437615,276.51376926126824,164.6248733165652,357.17073883490536,155.7519248978532,269.2240319997778,209.6214739616023,391.1321368225001,151.36060041302605,271.9047575313333,245.95081329345703,324.45331338457584,242.8415675092701,292.3166175589177,245.03516473427382,999
321.9627662405583,159.01725720653573,272.91167393303215,167.16669562503097,361.1425390740706,156.77204736947508,270.4273849414988,206.70873799233306,400.96078592454086,150.9124413101164,271.93530090235606,239.73842411162232,323.9250956892402,240.12561717446712,290.5524486764724,241.69577729626386,999
322.3984681863167,163.2336833663521,277.5665109643439,166.06303346081464,359.66209303146286,171.4102209950098,269.0408060034681,208.53725586582692,393.62022122688956,152.7223195888527,273.01309799507703,244.28213817120604,329.08791395913556,238.57768375324144,294.6276016596934,243.12902083608614,999
339.87701324113357,165.63155539192053,295.38017188579926,164.41090944705502,378.8798804983708,176.03337132653525,266.4297152695497,199.57565565693957,361.12950329531986,161.35111459969968,289.7122845642186,200.93653285730213,342.13457972329184,241.1150806096341,304.31206147252664,242.7973614989073,999
371.19355260478375,160.9127381387271,324.3742103034286,161.0885747945838,408.9596909557662,161.10122003212538,284.9994455732252,172.74641041019754,378.094242330976,159.04833771461662,321.0850585166123,164.80921416655656,368.97647610584517,240.25926360116196,337.6695634742483,244.2140594950186,2
381.7235093922788,159.73536404696378,332.12814065894054,156.06616756124677,422.10441119297985,156.71171692410684,294.28943989589504,163.604033714117,405.8284331648647,151.99066154044476,331.7129376789593,154.915521109583,374.1720954690122,242.4766248577997,340.66952770166864,240.8604611806083,2
383.19059977599227,154.4288860718241,334.8358139833568,152.12261240275666,420.7555920930835,154.40442978453686,294.3661465275721,158.89314518418422,399.233571997186,151.02619485673642,334.48773882777016,153.12889357197864,374.659199887919,238.39285078310814,344.9394763627135,238.63312904728895,2
377.18726569442384,153.50001675886028,330.7374695692017,150.2856646128487,414.81743642315854,149.975419155387,293.89983552327084,157.49281901385768,395.3023091537692,151.7659061101224,326.1644485738793,148.92367566614774,372.15254990033816,233.78014530238337,339.875661840936,235.10025516372906,2
374.7620650979956,154.24842895463453,328.23948479000046,151.47567571595656,414.4705098952162,154.7353251741502,287.75472680162665,156.74742200661913,387.8670999487806,156.93983178814167,314.33666259379936,145.14062607263156,368.6476841545406,235.94860326916168,336.2841729379566,238.252541378739,2
371.20887117551587,159.90073335095136,322.7622708626456,155.06154421268002,411.79337102278333,153.8248158106088,288.73234247144364,148.1287288867394,377.57756960900474,150.12382265377246,301.8554928555119,141.11808551038294,366.15967375407286,236.36738976766895,331.9735568319263,241.35280270405096,2
368.85534397987016,158.4484693918369,322.9469325832469,150.28811601957358,410.8663443856141,156.8550066312826,287.0795661239262,152.0890998437087,377.9261594172714,155.61771449276557,318.63091202143806,143.40621407893948,364.82191908416024,237.5675135283843,333.07985134034357,239.2636496320083,2
368.0977694494841,157.20673026796626,321.57960430705714,155.21004170746428,408.1148968978327,157.11554916414096,284.92871132318817,152.75548374426037,386.0120467778066,155.96516002308238,318.64713503097846,151.37438751930412,361.208124868866,237.58340073438325,329.31243462585155,241.24038905976437,2
365.3100971625691,156.333929791763,319.47754099094095,155.033055440568,406.98820334098536,156.37829609199508,282.469024417148,154.43429426713422,387.6360563305317,154.76726604566514,299.65222302959614,147.6788865587424,361.7349633673356,237.69181233379854,330.59154395996865,239.14192877158553,2
366.06200400498614,156.69593811035156,318.3614095052083,155.17162754470147,405.85744848748516,154.95401039688076,280.4050179190733,154.86319124572623,387.5758012286483,151.94829154468238,300.0155972304502,144.46147523521117,361.6105904963344,237.55976057959913,330.78087347190336,238.75696984708435,2
365.69272395370507,155.87870136123883,317.2069454343775,153.80452816380506,406.58123480388525,154.16904828513145,282.56616288075134,155.73623173332618,379.3801200107375,154.9990435029689,300.24053251197176,146.22902029412492,360.65675178033666,236.47882376866409,328.1513588952039,239.64906075540102,2
363.9205518002382,158.40274528519546,316.8996690988164,155.730340566494,404.6690236072028,153.91503590105955,278.13942184568765,154.89699704450481,383.8439488222625,156.49062916793983,317.38790069146177,143.97029166997865,358.459030802216,239.23028151530292,325.8092201076224,240.93608944915061,2
363.821105474921,160.1069009631683,315.29476605697073,155.88707720250457,400.5751517297344,154.39513514964324,279.3476113173257,155.74120325971606,377.4536103885885,154.90724942648887,295.3791199212579,145.32741228067346,358.1190710082815,239.47757067690438,325.48635088060325,240.54945189655456,2
362.4146279188882,157.05584778090108,315.19889747173676,154.3293439611068,398.6120123358511,155.29734863539326,277.4602750805317,155.44601343650896,384.20301440391114,157.12907883884034,320.20944315110336,147.90713134830145,358.60627136712577,240.9157712262982,324.002727972576,240.4996855818444,2
362.0649335960641,159.4453431788761,314.8842260472206,153.6204799789203,398.80563552157383,155.59912231961465,278.18073001518064,155.92335545739462,386.43065152763376,157.2637262001602,322.2213123194979,148.42175691374763,359.6668984652695,239.69161051776393,325.715461236794,239.36232093020675,2
362.5026969246766,157.29287742308279,315.3448823805292,154.2303973272537,396.81955057297836,156.02393474941778,277.4428921137564,155.94415805808583,381.7646425557551,156.10155327375543,321.7832409224427,150.4646039966801,357.25139455207716,240.91360265558416,324.6656035171677,239.7945011292149,2
359.4769166581815,159.5466052452555,314.3962263496001,154.15686286781101,400.7790920745705,157.42078559343204,278.62355791185325,155.67921112254103,366.52603221730595,152.65947253205056,319.3736732326224,149.17378617139497,356.36434594225165,237.34567186545115,323.94182973563386,238.17070910592915,2
361.40251702041985,156.08809557828036,313.17224101809336,155.18543412771083,395.0374565907941,156.05726729991824,278.7880775487818,154.06905450478163,380.4196943189672,154.55968497923513,320.5751372664272,146.59699475286374,357.20277927874764,239.10553123683806,323.3509616942202,237.67383809321524,2
359.9084419624123,156.0083692119187,313.8902188703347,153.4594401950312,401.7426260274733,156.8159801007325,278.64534640199196,155.80702832082864,363.3122299218441,147.70863151953537,319.58437179878797,147.9776459466075,355.9738781553874,237.97407565610857,323.40855699391534,236.94166385094155,2
358.53787824440906,150.96645814923855,317.8702028102784,146.02793429417034,397.94240942498516,138.25605799733458,282.33388602451123,135.59186810418868,359.68525047362505,118.5224116932262,302.29775764742544,122.96575816438767,356.2050767268803,232.85547526643845,323.50104309371295,235.4097400117374,999
359.4397811528066,149.4747955451304,333.4980202625148,153.2667525374108,377.4812690529966,113.89267000033033,298.2843740743483,120.70550188705734,359.873785467886,86.13098192920644,317.0376736368236,85.4000690774736,355.7523137434587,234.24484692466686,350.9452253344688,233.73671557888167,0
357.40565741419977,142.451224458142,317.6003295512749,142.99895466004062,367.7231601516217,111.12385013894853,301.63680741007295,109.97535882994185,356.76150739287124,79.45082202774273,321.1015225812722,75.03660222188614,356.05306828756466,235.62743717217796,325.734270044601,236.4950995415008,0
357.24188456603133,140.81989602861142,317.8594556088319,142.22602505512518,367.36960846477587,106.63799068136396,300.6681075254323,109.14432517569865,353.17163741607425,75.8878761920566,320.58813592268956,73.51441074879426,355.2585170317977,236.7099132497517,326.6947573018488,235.37078792902682,0
357.34212287794355,138.9523934813937,318.5489542450385,141.45937639361455,366.172591415815,107.11384230889931,304.482268563944,113.8339368888742,352.5807322521722,73.23550976356039,318.14065604789937,72.16441051652517,355.6332672565092,236.55055003740821,327.44987162368557,235.9004195295983,0
358.4447222524344,144.37156157060102,317.7643516504369,140.86043375995143,365.93787122488396,105.92868732347549,299.49318325350066,109.13097744512255,353.03796078168193,65.7404038669191,320.8560532604537,72.92358011322344,355.378800945071,235.58085932540087,327.2744027811204,235.93745193320146,0
357.18167550567574,145.4467493585502,318.4100520177663,141.74134913761065,367.4658453822324,112.50786811554406,304.41404755458257,112.4356092005401,352.8297325483807,72.95770915315721,321.28947807902597,70.84772154342296,354.21564810272264,234.41737108452375,324.92524916903477,234.92558904732508,0
357.3058445645734,140.0871131687285,317.82381560941815,141.53931954446352,365.9522400384454,106.56719506164937,304.73644045668567,112.84984177313193,353.6346329482622,70.62787594301251,320.6792171532509,69.19002089389535,355.32139005254226,234.4139788669965,326.50203493910755,233.5536659998823,0
