leftElbow_x,leftElbow_y,leftHip_x,leftHip_y,leftShoulder_x,leftShoulder_y,leftWrist_x,leftWrist_y,ms_since_last_frame,ms_since_start,rightElbow_x,rightElbow_y,rightHip_x,rightHip_y,rightShoulder_x,rightShoulder_y,rightWrist_x,rightWrist_y
345.4926836332528,159.05401155193502,304.09729530071394,259.158545677348,308.20601567033117,155.86495246751454,408.8731291186588,151.96252866996142,0,0.0,245.00130499073302,209.11157031076237,266.7308311563588,260.637255359799,252.3957707331731,162.813009621834,237.77989597472336,266.8815314133396
338.46865383320215,164.30903913287506,303.22867841239946,261.11372462371065,307.5378077985121,156.2513652815089,402.61488208720164,151.74208786988174,140,140.0,248.01939987061195,213.931324100155,266.2038152477153,262.5596090567918,252.19329145922268,170.31749928973326,233.5794810085145,270.3276219486766
352.06765900872426,160.73579964688662,305.16949600503045,267.8389355805421,308.06741972500834,157.85332269091626,404.2545138493141,157.2196507029686,135,275.0,245.00748935365556,213.3969135216547,265.8296835011449,265.65128136359925,253.11627577723496,172.03716834669015,235.1213065635621,270.1794075202264
340.50722177844466,168.18616303684877,305.88800243104487,264.72665617050234,307.7610046224822,163.43989843999788,405.39579922703916,156.73857203582003,139,414.0,248.02348857849285,213.83644158305646,265.67994863980647,265.267484400196,252.4257281477951,167.94790926352943,237.9640590354049,270.2458630762066
345.6791719391112,164.9600328330043,305.0556881041995,269.25307385862084,309.04304322260447,169.37063061045583,404.9111379932029,160.24127946629645,140,554.0,246.18525740322448,220.86445058367852,266.9106011428631,270.28929523725947,252.5397307297279,175.05344322991962,238.89765124738372,273.2347747694131
343.04034043370257,171.69817398451403,301.77759347607036,270.6210191394086,305.86405463180745,168.7664045557857,402.5599601603946,166.0326445908733,134,688.0,243.27993701560428,221.46974285302213,266.0917242642106,272.2691457212184,252.7531408820924,174.97631819646978,236.7923091008113,275.6653418490047
344.697102918549,168.55594892943034,299.7767112995016,269.76959418571715,302.0053867572815,166.03119086540468,401.786458549196,160.28026594385983,138,826.0,241.04069555469783,226.88721952065032,260.2692694626057,273.27156477551443,246.3134207080467,175.06832706546444,229.45829740569823,277.5596233109987
324.83515306872465,175.5395491521978,299.43650991910334,267.24163177598837,298.07615143550805,166.3338158223977,392.16198180019063,162.87014038113088,145,971.0,242.55509677553056,218.24603179171416,261.473786128927,269.22365847007234,246.5638251266682,171.51884954595056,228.71793610347683,272.8924897217666
339.51811752521706,166.06810437402692,302.37506006377447,261.9130785524633,302.3074749610152,158.25383739539313,409.06134081772217,153.64658511830396,133,1104.0,245.1652754523077,215.1369669089538,264.4999545069525,263.2852699578445,250.13756870907247,163.8653089312896,233.62778033754867,271.923777081364
348.65324065919265,159.12911737516683,305.30582458334203,259.25723406767935,306.76980825570917,156.54137322911166,414.70757198586716,150.06878046802782,142,1246.0,249.48495556252072,217.20921010733502,267.4884235574333,261.25122884838606,254.1751175533872,169.70128544709013,241.07148188178672,266.4689169235501
340.0730254985293,164.07537277058776,309.7521824925269,259.1173928148806,307.73977021639803,153.76667172034863,403.5784539746353,152.59012643128528,142,1388.0,247.64804647835248,205.92173294664698,272.3301259655535,260.1655805492741,254.00229051827756,162.4469493716637,239.5695928679853,264.8954756658697
349.7157453542047,162.0907326694909,309.8408603415249,264.3015704714955,308.07603831000284,156.1780082458279,402.8669702342714,153.9905910559821,141,1529.0,249.6437627251016,211.07351119832214,272.61271600697967,263.0460430294593,256.8029493741711,165.54487316633885,239.2430640911234,270.04437375323204
343.0556291737038,162.82736564446174,305.90612113001487,261.92526019764966,308.44050966460134,157.13108402130018,403.09229357489227,152.55016781681377,137,1666.0,249.6187115980396,215.92351648731162,268.4611818834705,264.06863229554745,253.314443734976,170.79256675421556,240.49696297481145,266.75109157358634
341.2966194456389,162.08440868879978,306.6441090227122,262.42586997904385,307.23041726676485,157.02093239780848,404.26516909814325,150.95964609940282,204,1870.0,250.55854129538295,215.78089866773942,269.98025656378866,261.37019995692793,254.8600659762517,166.2850609368701,239.2910746364442,268.2149025044832
344.51015280159464,162.71376694648717,304.0065888827296,257.751590145016,308.0660897414312,154.58336202275288,410.4008245088694,152.54145381289445,197,2067.0,247.41742789271026,214.9032484169957,267.4869527234956,258.63548455289254,251.09137982841514,161.56956384190462,241.96555383009368,274.1095904693061
338.05610717449645,158.2916867945118,300.4629785755269,265.51672979606,296.89571633579243,154.1991402839851,400.34806552553044,147.48245823001525,163,2230.0,241.18773766474635,218.102841360289,259.8321476539187,264.822457880312,241.2452143256797,164.50087143433055,229.3881711276836,273.1550570993661
