leftShoulder_x_0,leftShoulder_y_0,rightShoulder_x_0,rightShoulder_y_0,leftElbow_x_0,leftElbow_y_0,rightElbow_x_0,rightElbow_y_0,leftWrist_x_0,leftWrist_y_0,rightWrist_x_0,rightWrist_y_0,leftHip_x_0,leftHip_y_0,rightHip_x_0,rightHip_y_0,leftShoulder_x_1,leftShoulder_y_1,rightShoulder_x_1,rightShoulder_y_1,leftElbow_x_1,leftElbow_y_1,rightElbow_x_1,rightElbow_y_1,leftWrist_x_1,leftWrist_y_1,rightWrist_x_1,rightWrist_y_1,leftHip_x_1,leftHip_y_1,rightHip_x_1,rightHip_y_1,leftShoulder_x_2,leftShoulder_y_2,rightShoulder_x_2,rightShoulder_y_2,leftElbow_x_2,leftElbow_y_2,rightElbow_x_2,rightElbow_y_2,leftWrist_x_2,leftWrist_y_2,rightWrist_x_2,rightWrist_y_2,leftHip_x_2,leftHip_y_2,rightHip_x_2,rightHip_y_2,leftShoulder_x_3,leftShoulder_y_3,rightShoulder_x_3,rightShoulder_y_3,leftElbow_x_3,leftElbow_y_3,rightElbow_x_3,rightElbow_y_3,leftWrist_x_3,leftWrist_y_3,rightWrist_x_3,rightWrist_y_3,leftHip_x_3,leftHip_y_3,rightHip_x_3,rightHip_y_3,leftShoulder_x_4,leftShoulder_y_4,rightShoulder_x_4,rightShoulder_y_4,leftElbow_x_4,leftElbow_y_4,rightElbow_x_4,rightElbow_y_4,leftWrist_x_4,leftWrist_y_4,rightWrist_x_4,rightWrist_y_4,leftHip_x_4,leftHip_y_4,rightHip_x_4,rightHip_y_4,leftShoulder_x_5,leftShoulder_y_5,rightShoulder_x_5,rightShoulder_y_5,leftElbow_x_5,leftElbow_y_5,rightElbow_x_5,rightElbow_y_5,leftWrist_x_5,leftWrist_y_5,rightWrist_x_5,rightWrist_y_5,leftHip_x_5,leftHip_y_5,rightHip_x_5,rightHip_y_5,leftShoulder_x_6,leftShoulder_y_6,rightShoulder_x_6,rightShoulder_y_6,leftElbow_x_6,leftElbow_y_6,rightElbow_x_6,rightElbow_y_6,leftWrist_x_6,leftWrist_y_6,rightWrist_x_6,rightWrist_y_6,leftHip_x_6,leftHip_y_6,rightHip_x_6,rightHip_y_6,leftShoulder_x_7,leftShoulder_y_7,rightShoulder_x_7,rightShoulder_y_7,leftElbow_x_7,leftElbow_y_7,rightElbow_x_7,rightElbow_y_7,leftWrist_x_7,leftWrist_y_7,rightWrist_x_7,rightWrist_y_7,leftHip_x_7,leftHip_y_7,rightHip_x_7,rightHip_y_7,label
0.49125,0.19,0.39875,0.18375,0.49875,0.2625,0.325,0.205,0.5025,0.34,0.27375,0.18375,0.4625,0.34125,0.405,0.3375,0.49125,0.19,0.39875,0.1825,0.49875,0.26125,0.3275,0.20375,0.49875,0.33625,0.29125,0.19125,0.46,0.33625,0.40875,0.335,0.49125,0.18875,0.39875,0.18125,0.50125,0.255,0.32875,0.2025,0.50625,0.3375,0.2725,0.1825,0.4625,0.33375,0.4075,0.3325,0.49,0.18625,0.39875,0.1825,0.505,0.25625,0.33125,0.20375,0.5025,0.34,0.2775,0.1775,0.46125,0.335,0.41,0.33625,0.49,0.19125,0.4,0.1825,0.51125,0.26125,0.335,0.205,0.50625,0.34,0.44625,0.34375,0.465,0.33875,0.41,0.34125,0.48875,0.18875,0.4,0.1825,0.51,0.2625,0.3325,0.20875,0.5075,0.335,0.475,0.335,0.46125,0.34,0.4075,0.33375,0.48625,0.18875,0.4,0.18875,0.51125,0.26,0.33125,0.20125,0.52125,0.33375,0.50375,0.34125,0.46,0.33625,0.40625,0.335,0.4875,0.18625,0.39875,0.18,0.5275,0.255,0.32875,0.1925,0.555,0.30375,0.27875,0.17,0.46125,0.3325,0.40125,0.33125,3
0.49125,0.19,0.39875,0.1825,0.49875,0.26125,0.3275,0.20375,0.49875,0.33625,0.29125,0.19125,0.46,0.33625,0.40875,0.335,0.49125,0.18875,0.39875,0.18125,0.50125,0.255,0.32875,0.2025,0.50625,0.3375,0.2725,0.1825,0.4625,0.33375,0.4075,0.3325,0.49,0.18625,0.39875,0.1825,0.505,0.25625,0.33125,0.20375,0.5025,0.34,0.2775,0.1775,0.46125,0.335,0.41,0.33625,0.49,0.19125,0.4,0.1825,0.51125,0.26125,0.335,0.205,0.50625,0.34,0.44625,0.34375,0.465,0.33875,0.41,0.34125,0.48875,0.18875,0.4,0.1825,0.51,0.2625,0.3325,0.20875,0.5075,0.335,0.475,0.335,0.46125,0.34,0.4075,0.33375,0.48625,0.18875,0.4,0.18875,0.51125,0.26,0.33125,0.20125,0.52125,0.33375,0.50375,0.34125,0.46,0.33625,0.40625,0.335,0.4875,0.18625,0.39875,0.18,0.5275,0.255,0.32875,0.1925,0.555,0.30375,0.27875,0.17,0.46125,0.3325,0.40125,0.33125,0.48375,0.18875,0.39375,0.18,0.54125,0.235,0.3175,0.17875,0.58,0.24,0.2675,0.1375,0.45875,0.33375,0.40125,0.32875,3
0.49125,0.18875,0.39875,0.18125,0.50125,0.255,0.32875,0.2025,0.50625,0.3375,0.2725,0.1825,0.4625,0.33375,0.4075,0.3325,0.49,0.18625,0.39875,0.1825,0.505,0.25625,0.33125,0.20375,0.5025,0.34,0.2775,0.1775,0.46125,0.335,0.41,0.33625,0.49,0.19125,0.4,0.1825,0.51125,0.26125,0.335,0.205,0.50625,0.34,0.44625,0.34375,0.465,0.33875,0.41,0.34125,0.48875,0.18875,0.4,0.1825,0.51,0.2625,0.3325,0.20875,0.5075,0.335,0.475,0.335,0.46125,0.34,0.4075,0.33375,0.48625,0.18875,0.4,0.18875,0.51125,0.26,0.33125,0.20125,0.52125,0.33375,0.50375,0.34125,0.46,0.33625,0.40625,0.335,0.4875,0.18625,0.39875,0.18,0.5275,0.255,0.32875,0.1925,0.555,0.30375,0.27875,0.17,0.46125,0.3325,0.40125,0.33125,0.48375,0.18875,0.39375,0.18,0.54125,0.235,0.3175,0.17875,0.58,0.24,0.2675,0.1375,0.45875,0.33375,0.40125,0.32875,0.4825,0.18375,0.3925,0.18375,0.53375,0.19375,0.31625,0.15875,0.63125,0.1525,0.28125,0.12,0.45875,0.33,0.40125,0.33125,3
0.49,0.18625,0.39875,0.1825,0.505,0.25625,0.33125,0.20375,0.5025,0.34,0.2775,0.1775,0.46125,0.335,0.41,0.33625,0.49,0.19125,0.4,0.1825,0.51125,0.26125,0.335,0.205,0.50625,0.34,0.44625,0.34375,0.465,0.33875,0.41,0.34125,0.48875,0.18875,0.4,0.1825,0.51,0.2625,0.3325,0.20875,0.5075,0.335,0.475,0.335,0.46125,0.34,0.4075,0.33375,0.48625,0.18875,0.4,0.18875,0.51125,0.26,0.33125,0.20125,0.52125,0.33375,0.50375,0.34125,0.46,0.33625,0.40625,0.335,0.4875,0.18625,0.39875,0.18,0.5275,0.255,0.32875,0.1925,0.555,0.30375,0.27875,0.17,0.46125,0.3325,0.40125,0.33125,0.48375,0.18875,0.39375,0.18,0.54125,0.235,0.3175,0.17875,0.58,0.24,0.2675,0.1375,0.45875,0.33375,0.40125,0.32875,0.4825,0.18375,0.3925,0.18375,0.53375,0.19375,0.31625,0.15875,0.63125,0.1525,0.28125,0.12,0.45875,0.33,0.40125,0.33125,0.47875,0.185,0.39375,0.17875,0.5425,0.17375,0.315,0.14375,0.485,0.32,0.29125,0.10375,0.46125,0.3325,0.4,0.335,3
0.49,0.19125,0.4,0.1825,0.51125,0.26125,0.335,0.205,0.50625,0.34,0.44625,0.34375,0.465,0.33875,0.41,0.34125,0.48875,0.18875,0.4,0.1825,0.51,0.2625,0.3325,0.20875,0.5075,0.335,0.475,0.335,0.46125,0.34,0.4075,0.33375,0.48625,0.18875,0.4,0.18875,0.51125,0.26,0.33125,0.20125,0.52125,0.33375,0.50375,0.34125,0.46,0.33625,0.40625,0.335,0.4875,0.18625,0.39875,0.18,0.5275,0.255,0.32875,0.1925,0.555,0.30375,0.27875,0.17,0.46125,0.3325,0.40125,0.33125,0.48375,0.18875,0.39375,0.18,0.54125,0.235,0.3175,0.17875,0.58,0.24,0.2675,0.1375,0.45875,0.33375,0.40125,0.32875,0.4825,0.18375,0.3925,0.18375,0.53375,0.19375,0.31625,0.15875,0.63125,0.1525,0.28125,0.12,0.45875,0.33,0.40125,0.33125,0.47875,0.185,0.39375,0.17875,0.5425,0.17375,0.315,0.14375,0.485,0.32,0.29125,0.10375,0.46125,0.3325,0.4,0.335,0.4725,0.17625,0.39625,0.17125,0.53,0.14875,0.35125,0.1375,0.56125,0.06,0.54875,0.06625,0.46125,0.325,0.4,0.3275,3
0.48875,0.18875,0.4,0.1825,0.51,0.2625,0.3325,0.20875,0.5075,0.335,0.475,0.335,0.46125,0.34,0.4075,0.33375,0.48625,0.18875,0.4,0.18875,0.51125,0.26,0.33125,0.20125,0.52125,0.33375,0.50375,0.34125,0.46,0.33625,0.40625,0.335,0.4875,0.18625,0.39875,0.18,0.5275,0.255,0.32875,0.1925,0.555,0.30375,0.27875,0.17,0.46125,0.3325,0.40125,0.33125,0.48375,0.18875,0.39375,0.18,0.54125,0.235,0.3175,0.17875,0.58,0.24,0.2675,0.1375,0.45875,0.33375,0.40125,0.32875,0.4825,0.18375,0.3925,0.18375,0.53375,0.19375,0.31625,0.15875,0.63125,0.1525,0.28125,0.12,0.45875,0.33,0.40125,0.33125,0.47875,0.185,0.39375,0.17875,0.5425,0.17375,0.315,0.14375,0.485,0.32,0.29125,0.10375,0.46125,0.3325,0.4,0.335,0.4725,0.17625,0.39625,0.17125,0.53,0.14875,0.35125,0.1375,0.56125,0.06,0.54875,0.06625,0.46125,0.325,0.4,0.3275,0.475,0.17,0.395,0.17375,0.51125,0.11875,0.35,0.14625,0.5175,0.04,0.34,0.105,0.45875,0.325,0.4025,0.33375,3
0.48625,0.18875,0.4,0.18875,0.51125,0.26,0.33125,0.20125,0.52125,0.33375,0.50375,0.34125,0.46,0.33625,0.40625,0.335,0.4875,0.18625,0.39875,0.18,0.5275,0.255,0.32875,0.1925,0.555,0.30375,0.27875,0.17,0.46125,0.3325,0.40125,0.33125,0.48375,0.18875,0.39375,0.18,0.54125,0.235,0.3175,0.17875,0.58,0.24,0.2675,0.1375,0.45875,0.33375,0.40125,0.32875,0.4825,0.18375,0.3925,0.18375,0.53375,0.19375,0.31625,0.15875,0.63125,0.1525,0.28125,0.12,0.45875,0.33,0.40125,0.33125,0.47875,0.185,0.39375,0.17875,0.5425,0.17375,0.315,0.14375,0.485,0.32,0.29125,0.10375,0.46125,0.3325,0.4,0.335,0.4725,0.17625,0.39625,0.17125,0.53,0.14875,0.35125,0.1375,0.56125,0.06,0.54875,0.06625,0.46125,0.325,0.4,0.3275,0.475,0.17,0.395,0.17375,0.51125,0.11875,0.35,0.14625,0.5175,0.04,0.34,0.105,0.45875,0.325,0.4025,0.33375,0.4725,0.1675,0.3925,0.16625,0.5125,0.12125,0.5175,0.1125,0.50625,0.05375,0.505,0.06375,0.45375,0.3275,0.4,0.33125,3
0.4875,0.18625,0.39875,0.18,0.5275,0.255,0.32875,0.1925,0.555,0.30375,0.27875,0.17,0.46125,0.3325,0.40125,0.33125,0.48375,0.18875,0.39375,0.18,0.54125,0.235,0.3175,0.17875,0.58,0.24,0.2675,0.1375,0.45875,0.33375,0.40125,0.32875,0.4825,0.18375,0.3925,0.18375,0.53375,0.19375,0.31625,0.15875,0.63125,0.1525,0.28125,0.12,0.45875,0.33,0.40125,0.33125,0.47875,0.185,0.39375,0.17875,0.5425,0.17375,0.315,0.14375,0.485,0.32,0.29125,0.10375,0.46125,0.3325,0.4,0.335,0.4725,0.17625,0.39625,0.17125,0.53,0.14875,0.35125,0.1375,0.56125,0.06,0.54875,0.06625,0.46125,0.325,0.4,0.3275,0.475,0.17,0.395,0.17375,0.51125,0.11875,0.35,0.14625,0.5175,0.04,0.34,0.105,0.45875,0.325,0.4025,0.33375,0.4725,0.1675,0.3925,0.16625,0.5125,0.12125,0.5175,0.1125,0.50625,0.05375,0.505,0.06375,0.45375,0.3275,0.4,0.33125,0.47125,0.1675,0.38875,0.16625,0.51125,0.11625,0.34625,0.105,0.4825,0.025,0.35375,0.0425,0.4575,0.32125,0.4,0.32625,3
0.48375,0.18875,0.39375,0.18,0.54125,0.235,0.3175,0.17875,0.58,0.24,0.2675,0.1375,0.45875,0.33375,0.40125,0.32875,0.4825,0.18375,0.3925,0.18375,0.53375,0.19375,0.31625,0.15875,0.63125,0.1525,0.28125,0.12,0.45875,0.33,0.40125,0.33125,0.47875,0.185,0.39375,0.17875,0.5425,0.17375,0.315,0.14375,0.485,0.32,0.29125,0.10375,0.46125,0.3325,0.4,0.335,0.4725,0.17625,0.39625,0.17125,0.53,0.14875,0.35125,0.1375,0.56125,0.06,0.54875,0.06625,0.46125,0.325,0.4,0.3275,0.475,0.17,0.395,0.17375,0.51125,0.11875,0.35,0.14625,0.5175,0.04,0.34,0.105,0.45875,0.325,0.4025,0.33375,0.4725,0.1675,0.3925,0.16625,0.5125,0.12125,0.5175,0.1125,0.50625,0.05375,0.505,0.06375,0.45375,0.3275,0.4,0.33125,0.47125,0.1675,0.38875,0.16625,0.51125,0.11625,0.34625,0.105,0.4825,0.025,0.35375,0.0425,0.4575,0.32125,0.4,0.32625,0.47375,0.17,0.39,0.17,0.4925,0.22125,0.375,0.22375,0.4775,0.03125,0.3625,0.12125,0.45875,0.32125,0.39875,0.32625,3
0.4825,0.18375,0.3925,0.18375,0.53375,0.19375,0.31625,0.15875,0.63125,0.1525,0.28125,0.12,0.45875,0.33,0.40125,0.33125,0.47875,0.185,0.39375,0.17875,0.5425,0.17375,0.315,0.14375,0.485,0.32,0.29125,0.10375,0.46125,0.3325,0.4,0.335,0.4725,0.17625,0.39625,0.17125,0.53,0.14875,0.35125,0.1375,0.56125,0.06,0.54875,0.06625,0.46125,0.325,0.4,0.3275,0.475,0.17,0.395,0.17375,0.51125,0.11875,0.35,0.14625,0.5175,0.04,0.34,0.105,0.45875,0.325,0.4025,0.33375,0.4725,0.1675,0.3925,0.16625,0.5125,0.12125,0.5175,0.1125,0.50625,0.05375,0.505,0.06375,0.45375,0.3275,0.4,0.33125,0.47125,0.1675,0.38875,0.16625,0.51125,0.11625,0.34625,0.105,0.4825,0.025,0.35375,0.0425,0.4575,0.32125,0.4,0.32625,0.47375,0.17,0.39,0.17,0.4925,0.22125,0.375,0.22375,0.4775,0.03125,0.3625,0.12125,0.45875,0.32125,0.39875,0.32625,0.47125,0.17125,0.39,0.17375,0.4925,0.22,0.36125,0.1125,0.495,0.32375,0.38,0.08875,0.45875,0.32125,0.4,0.3175,3
0.47875,0.185,0.39375,0.17875,0.5425,0.17375,0.315,0.14375,0.485,0.32,0.29125,0.10375,0.46125,0.3325,0.4,0.335,0.4725,0.17625,0.39625,0.17125,0.53,0.14875,0.35125,0.1375,0.56125,0.06,0.54875,0.06625,0.46125,0.325,0.4,0.3275,0.475,0.17,0.395,0.17375,0.51125,0.11875,0.35,0.14625,0.5175,0.04,0.34,0.105,0.45875,0.325,0.4025,0.33375,0.4725,0.1675,0.3925,0.16625,0.5125,0.12125,0.5175,0.1125,0.50625,0.05375,0.505,0.06375,0.45375,0.3275,0.4,0.33125,0.47125,0.1675,0.38875,0.16625,0.51125,0.11625,0.34625,0.105,0.4825,0.025,0.35375,0.0425,0.4575,0.32125,0.4,0.32625,0.47375,0.17,0.39,0.17,0.4925,0.22125,0.375,0.22375,0.4775,0.03125,0.3625,0.12125,0.45875,0.32125,0.39875,0.32625,0.47125,0.17125,0.39,0.17375,0.4925,0.22,0.36125,0.1125,0.495,0.32375,0.38,0.08875,0.45875,0.32125,0.4,0.3175,0.47375,0.17125,0.39,0.17,0.505,0.15375,0.36375,0.14,0.49875,0.3175,0.45,0.095,0.455,0.3225,0.40125,0.32625,3
0.4725,0.17625,0.39625,0.17125,0.53,0.14875,0.35125,0.1375,0.56125,0.06,0.54875,0.06625,0.46125,0.325,0.4,0.3275,0.475,0.17,0.395,0.17375,0.51125,0.11875,0.35,0.14625,0.5175,0.04,0.34,0.105,0.45875,0.325,0.4025,0.33375,0.4725,0.1675,0.3925,0.16625,0.5125,0.12125,0.5175,0.1125,0.50625,0.05375,0.505,0.06375,0.45375,0.3275,0.4,0.33125,0.47125,0.1675,0.38875,0.16625,0.51125,0.11625,0.34625,0.105,0.4825,0.025,0.35375,0.0425,0.4575,0.32125,0.4,0.32625,0.47375,0.17,0.39,0.17,0.4925,0.22125,0.375,0.22375,0.4775,0.03125,0.3625,0.12125,0.45875,0.32125,0.39875,0.32625,0.47125,0.17125,0.39,0.17375,0.4925,0.22,0.36125,0.1125,0.495,0.32375,0.38,0.08875,0.45875,0.32125,0.4,0.3175,0.47375,0.17125,0.39,0.17,0.505,0.15375,0.36375,0.14,0.49875,0.3175,0.45,0.095,0.455,0.3225,0.40125,0.32625,0.47375,0.17375,0.3875,0.1675,0.5075,0.1175,0.3625,0.1125,0.47375,0.01875,0.38625,0.055,0.455,0.315,0.39875,0.32375,3
0.475,0.17,0.395,0.17375,0.51125,0.11875,0.35,0.14625,0.5175,0.04,0.34,0.105,0.45875,0.325,0.4025,0.33375,0.4725,0.1675,0.3925,0.16625,0.5125,0.12125,0.5175,0.1125,0.50625,0.05375,0.505,0.06375,0.45375,0.3275,0.4,0.33125,0.47125,0.1675,0.38875,0.16625,0.51125,0.11625,0.34625,0.105,0.4825,0.025,0.35375,0.0425,0.4575,0.32125,0.4,0.32625,0.47375,0.17,0.39,0.17,0.4925,0.22125,0.375,0.22375,0.4775,0.03125,0.3625,0.12125,0.45875,0.32125,0.39875,0.32625,0.47125,0.17125,0.39,0.17375,0.4925,0.22,0.36125,0.1125,0.495,0.32375,0.38,0.08875,0.45875,0.32125,0.4,0.3175,0.47375,0.17125,0.39,0.17,0.505,0.15375,0.36375,0.14,0.49875,0.3175,0.45,0.095,0.455,0.3225,0.40125,0.32625,0.47375,0.17375,0.3875,0.1675,0.5075,0.1175,0.3625,0.1125,0.47375,0.01875,0.38625,0.055,0.455,0.315,0.39875,0.32375,0.46875,0.17375,0.38625,0.1675,0.51,0.12375,0.36375,0.10375,0.48,0.03125,0.38125,0.05625,0.45625,0.32,0.4025,0.325,3
0.4725,0.1675,0.3925,0.16625,0.5125,0.12125,0.5175,0.1125,0.50625,0.05375,0.505,0.06375,0.45375,0.3275,0.4,0.33125,0.47125,0.1675,0.38875,0.16625,0.51125,0.11625,0.34625,0.105,0.4825,0.025,0.35375,0.0425,0.4575,0.32125,0.4,0.32625,0.47375,0.17,0.39,0.17,0.4925,0.22125,0.375,0.22375,0.4775,0.03125,0.3625,0.12125,0.45875,0.32125,0.39875,0.32625,0.47125,0.17125,0.39,0.17375,0.4925,0.22,0.36125,0.1125,0.495,0.32375,0.38,0.08875,0.45875,0.32125,0.4,0.3175,0.47375,0.17125,0.39,0.17,0.505,0.15375,0.36375,0.14,0.49875,0.3175,0.45,0.095,0.455,0.3225,0.40125,0.32625,0.47375,0.17375,0.3875,0.1675,0.5075,0.1175,0.3625,0.1125,0.47375,0.01875,0.38625,0.055,0.455,0.315,0.39875,0.32375,0.46875,0.17375,0.38625,0.1675,0.51,0.12375,0.36375,0.10375,0.48,0.03125,0.38125,0.05625,0.45625,0.32,0.4025,0.325,0.47125,0.17375,0.3875,0.1675,0.50875,0.13125,0.37625,0.235,0.485,0.04875,0.4925,0.0575,0.4525,0.3175,0.3975,0.3225,3
0.47125,0.1675,0.38875,0.16625,0.51125,0.11625,0.34625,0.105,0.4825,0.025,0.35375,0.0425,0.4575,0.32125,0.4,0.32625,0.47375,0.17,0.39,0.17,0.4925,0.22125,0.375,0.22375,0.4775,0.03125,0.3625,0.12125,0.45875,0.32125,0.39875,0.32625,0.47125,0.17125,0.39,0.17375,0.4925,0.22,0.36125,0.1125,0.495,0.32375,0.38,0.08875,0.45875,0.32125,0.4,0.3175,0.47375,0.17125,0.39,0.17,0.505,0.15375,0.36375,0.14,0.49875,0.3175,0.45,0.095,0.455,0.3225,0.40125,0.32625,0.47375,0.17375,0.3875,0.1675,0.5075,0.1175,0.3625,0.1125,0.47375,0.01875,0.38625,0.055,0.455,0.315,0.39875,0.32375,0.46875,0.17375,0.38625,0.1675,0.51,0.12375,0.36375,0.10375,0.48,0.03125,0.38125,0.05625,0.45625,0.32,0.4025,0.325,0.47125,0.17375,0.3875,0.1675,0.50875,0.13125,0.37625,0.235,0.485,0.04875,0.4925,0.0575,0.4525,0.3175,0.3975,0.3225,0.47375,0.16875,0.39,0.1675,0.51,0.1175,0.35875,0.1125,0.47625,0.02375,0.3875,0.10125,0.455,0.32125,0.39875,0.31875,3
0.47375,0.17,0.39,0.17,0.4925,0.22125,0.375,0.22375,0.4775,0.03125,0.3625,0.12125,0.45875,0.32125,0.39875,0.32625,0.47125,0.17125,0.39,0.17375,0.4925,0.22,0.36125,0.1125,0.495,0.32375,0.38,0.08875,0.45875,0.32125,0.4,0.3175,0.47375,0.17125,0.39,0.17,0.505,0.15375,0.36375,0.14,0.49875,0.3175,0.45,0.095,0.455,0.3225,0.40125,0.32625,0.47375,0.17375,0.3875,0.1675,0.5075,0.1175,0.3625,0.1125,0.47375,0.01875,0.38625,0.055,0.455,0.315,0.39875,0.32375,0.46875,0.17375,0.38625,0.1675,0.51,0.12375,0.36375,0.10375,0.48,0.03125,0.38125,0.05625,0.45625,0.32,0.4025,0.325,0.47125,0.17375,0.3875,0.1675,0.50875,0.13125,0.37625,0.235,0.485,0.04875,0.4925,0.0575,0.4525,0.3175,0.3975,0.3225,0.47375,0.16875,0.39,0.1675,0.51,0.1175,0.35875,0.1125,0.47625,0.02375,0.3875,0.10125,0.455,0.32125,0.39875,0.31875,0.47875,0.17,0.385,0.16375,0.51,0.11625,0.355,0.105,0.47375,0.02375,0.39125,0.01625,0.46,0.3225,0.4,0.32,3
0.47125,0.17125,0.39,0.17375,0.4925,0.22,0.36125,0.1125,0.495,0.32375,0.38,0.08875,0.45875,0.32125,0.4,0.3175,0.47375,0.17125,0.39,0.17,0.505,0.15375,0.36375,0.14,0.49875,0.3175,0.45,0.095,0.455,0.3225,0.40125,0.32625,0.47375,0.17375,0.3875,0.1675,0.5075,0.1175,0.3625,0.1125,0.47375,0.01875,0.38625,0.055,0.455,0.315,0.39875,0.32375,0.46875,0.17375,0.38625,0.1675,0.51,0.12375,0.36375,0.10375,0.48,0.03125,0.38125,0.05625,0.45625,0.32,0.4025,0.325,0.47125,0.17375,0.3875,0.1675,0.50875,0.13125,0.37625,0.235,0.485,0.04875,0.4925,0.0575,0.4525,0.3175,0.3975,0.3225,0.47375,0.16875,0.39,0.1675,0.51,0.1175,0.35875,0.1125,0.47625,0.02375,0.3875,0.10125,0.455,0.32125,0.39875,0.31875,0.47875,0.17,0.385,0.16375,0.51,0.11625,0.355,0.105,0.47375,0.02375,0.39125,0.01625,0.46,0.3225,0.4,0.32,0.47625,0.16,0.38625,0.165,0.50875,0.12125,0.36,0.10625,0.4875,0.0525,0.3825,0.0925,0.455,0.32125,0.40125,0.3225,3
0.47375,0.17125,0.39,0.17,0.505,0.15375,0.36375,0.14,0.49875,0.3175,0.45,0.095,0.455,0.3225,0.40125,0.32625,0.47375,0.17375,0.3875,0.1675,0.5075,0.1175,0.3625,0.1125,0.47375,0.01875,0.38625,0.055,0.455,0.315,0.39875,0.32375,0.46875,0.17375,0.38625,0.1675,0.51,0.12375,0.36375,0.10375,0.48,0.03125,0.38125,0.05625,0.45625,0.32,0.4025,0.325,0.47125,0.17375,0.3875,0.1675,0.50875,0.13125,0.37625,0.235,0.485,0.04875,0.4925,0.0575,0.4525,0.3175,0.3975,0.3225,0.47375,0.16875,0.39,0.1675,0.51,0.1175,0.35875,0.1125,0.47625,0.02375,0.3875,0.10125,0.455,0.32125,0.39875,0.31875,0.47875,0.17,0.385,0.16375,0.51,0.11625,0.355,0.105,0.47375,0.02375,0.39125,0.01625,0.46,0.3225,0.4,0.32,0.47625,0.16,0.38625,0.165,0.50875,0.12125,0.36,0.10625,0.4875,0.0525,0.3825,0.0925,0.455,0.32125,0.40125,0.3225,0.47125,0.175,0.395,0.16625,0.505,0.1325,0.36375,0.10375,0.48625,0.3275,0.37625,0.09125,0.4575,0.32125,0.40125,0.32125,3
0.47375,0.17375,0.3875,0.1675,0.5075,0.1175,0.3625,0.1125,0.47375,0.01875,0.38625,0.055,0.455,0.315,0.39875,0.32375,0.46875,0.17375,0.38625,0.1675,0.51,0.12375,0.36375,0.10375,0.48,0.03125,0.38125,0.05625,0.45625,0.32,0.4025,0.325,0.47125,0.17375,0.3875,0.1675,0.50875,0.13125,0.37625,0.235,0.485,0.04875,0.4925,0.0575,0.4525,0.3175,0.3975,0.3225,0.47375,0.16875,0.39,0.1675,0.51,0.1175,0.35875,0.1125,0.47625,0.02375,0.3875,0.10125,0.455,0.32125,0.39875,0.31875,0.47875,0.17,0.385,0.16375,0.51,0.11625,0.355,0.105,0.47375,0.02375,0.39125,0.01625,0.46,0.3225,0.4,0.32,0.47625,0.16,0.38625,0.165,0.50875,0.12125,0.36,0.10625,0.4875,0.0525,0.3825,0.0925,0.455,0.32125,0.40125,0.3225,0.47125,0.175,0.395,0.16625,0.505,0.1325,0.36375,0.10375,0.48625,0.3275,0.37625,0.09125,0.4575,0.32125,0.40125,0.32125,0.47125,0.16625,0.39375,0.1625,0.51,0.125,0.36625,0.11,0.49625,0.33,0.375,0.09375,0.45875,0.3175,0.40125,0.31875,3
0.46875,0.17375,0.38625,0.1675,0.51,0.12375,0.36375,0.10375,0.48,0.03125,0.38125,0.05625,0.45625,0.32,0.4025,0.325,0.47125,0.17375,0.3875,0.1675,0.50875,0.13125,0.37625,0.235,0.485,0.04875,0.4925,0.0575,0.4525,0.3175,0.3975,0.3225,0.47375,0.16875,0.39,0.1675,0.51,0.1175,0.35875,0.1125,0.47625,0.02375,0.3875,0.10125,0.455,0.32125,0.39875,0.31875,0.47875,0.17,0.385,0.16375,0.51,0.11625,0.355,0.105,0.47375,0.02375,0.39125,0.01625,0.46,0.3225,0.4,0.32,0.47625,0.16,0.38625,0.165,0.50875,0.12125,0.36,0.10625,0.4875,0.0525,0.3825,0.0925,0.455,0.32125,0.40125,0.3225,0.47125,0.175,0.395,0.16625,0.505,0.1325,0.36375,0.10375,0.48625,0.3275,0.37625,0.09125,0.4575,0.32125,0.40125,0.32125,0.47125,0.16625,0.39375,0.1625,0.51,0.125,0.36625,0.11,0.49625,0.33,0.375,0.09375,0.45875,0.3175,0.40125,0.31875,0.4725,0.1675,0.3925,0.16625,0.51,0.1175,0.36375,0.1025,0.47,0.01625,0.3825,0.09625,0.455,0.32125,0.40125,0.325,3
