leftElbow_x,leftElbow_y,leftHip_x,leftHip_y,leftShoulder_x,leftShoulder_y,leftWrist_x,leftWrist_y,ms_since_start,rightElbow_x,rightElbow_y,rightHip_x,rightHip_y,rightShoulder_x,rightShoulder_y,rightWrist_x,rightWrist_y
493.0340886350538,489.2761617024739,397.88377405385506,502.5487772623698,443.04252449410865,472.5755121866862,466.03887689309045,504.0832194010417,,-15.11167832671619,497.9180094401042,91.98278208247952,488.4844584147135,119.14107726050206,453.5830586751302,43.51104736328125,498.2728698730469
