leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
346.5878465996414,152.25040283203126,271.2262463178791,150.54755045572915,356.68943111232073,216.67042846679686,261.3195200435451,213.74805196126303,378.84019195056356,267.02416941324867,250.83412645683916,269.3052185058594,330.1687552029969,269.0755449930827,285.76778224257174,268.55054931640626
329.3416928150615,144.93465474446614,252.25066238153178,151.40343322753907,388.36144819415983,155.0408711751302,236.57500520299695,212.10621032714843,432.3458652183658,149.21251322428384,234.5904962195725,268.9386080423991,313.35546674884733,262.2086639404297,269.21389870565446,264.265956624349
325.8080334272541,145.27228190104165,254.4062810178663,149.5624745686849,385.68061503425974,152.78891398111978,241.02236888447746,216.08281656901042,444.98262899430074,140.23992513020832,233.76006229588245,271.9557362874349,314.56981921586834,266.91829783121744,270.2824056656634,266.19349619547523
323.2050300973361,147.30521138509116,252.00768542680586,150.80094197591146,372.3589612616868,155.9425506591797,239.26663608238346,217.4626963297526,423.03263079533815,143.88244069417317,234.80789494123616,276.77528432210283,317.9989824138704,269.86358642578125,275.24232658011016,270.80667877197266
327.9041087666496,146.58150838216145,252.62180315861937,152.4997111002604,385.76198890560966,155.38846842447916,239.3810995133197,215.99564208984376,447.49126897092725,145.6052510579427,234.38441042040216,273.1702459335327,319.8866867315574,268.1401733398437,274.1411668120838,269.6519152323405
324.9325411436988,144.5938268025716,252.33002609503075,153.2484141031901,379.5935769002946,157.69872029622397,240.29676993948516,215.8661661783854,446.2350003602075,149.12961018880208,233.51168673155738,273.4788078308105,315.21342593333765,269.435622660319,272.1597142454054,270.05518137613933
324.39399093878075,146.63906656901042,252.1110619716957,152.39761454264323,378.3397366883325,162.6526336669922,240.81598800909325,214.9281005859375,448.0643400598745,156.62460734049478,234.92319798078694,270.78929773966473,316.309335177062,266.9708063761393,272.5935558881916,266.55627085367837
325.9150610751793,145.46738077799478,250.94509837666496,152.1020039876302,385.507083079854,158.17201639811196,240.27655229412142,213.7717763264974,447.5315221567623,147.72388610839843,234.80706058564735,267.45411071777346,315.1481483334401,264.4158121744792,270.2568880925413,265.48646596272783
326.0677009957736,144.2438242594401,252.76798535956712,150.98018493652344,375.77637819383966,153.52051391601563,238.3891586553855,218.27082112630208,418.57470703125,151.7305938720703,233.62953173527953,269.10985870361327,315.4538884397413,270.20020726521807,270.28073132624394,268.63490244547523
324.1818307345031,145.75697530110676,248.58101266329408,154.17408142089843,382.0745499407659,153.86468302408855,238.20590535148247,216.27442016601563,429.9248917376409,145.3013142903646,232.8778106189165,270.7238624572754,313.47775618756407,270.4556894938151,268.60649274607175,269.38529510498046
326.72167168288934,143.39934895833332,250.90564965420083,153.06307576497395,377.6764511358543,153.66692911783855,240.5361698338243,214.50833536783853,443.44275302574283,146.84108072916666,236.22874775870903,273.77387148539225,317.47746101754615,265.704084777832,273.61646958648186,267.036447652181
